text,label
civi @ @ lians [ en : [EN:try] ] simply turn bloo @ @ dshed country nigeriaa zoo place,1
nkwas @ @ iasam ne nsem hunuu sei aaa ! nyame,1
so what ’ s [EN:the] truth ? kowe@@ nsani,1
invest@@ igative journ@@ alism dead buried remains free space fake news nothing honestly continue way nation leaders rule law,0
looking [EN:like] almajiri children,0
outside cussing [EN:see] answer response [EN:know] almajiri schools insults,0
trying kill chris @ @ tians bible said satan foll @ @ owers,1
[ en : [EN:and] ] ecg came to spoil [ en : [EN:the] ] party . nkura @ @ asesɛm sei,1
nigeria moving zoo prison,0
better divide country people islamic country [EN:leave] chri@@ stian small thing start talking chri@@ stian kill chris@@ tians watching man,0
wo ho fi s3 borla . ashawo ba,1
hammatan cold north even comfort warm living room imagine kids sleep street buy [EN:give] old sweater almajiri go long way njuma mubarak,0
talking nonsense talking rubbish least people av phone beg givaaway unlike almajiri,1
every@@ thing said done church kill people [EN:like] suicide bomber chris@@ tians care eternal life rather life live earth killed everyone else,0
[EN:ask] terr@@ orist sent security kidnap extraju@@ dicially kill youths intl put notice,1
northern leaders r selfish greedy corrupt [EN:use] religion blin@@ dfold region [EN:see] th,1
otweaa . tanx to madrid [ user ] hv slept early . danke madrid,1
sees almajiri,0
lovely camera abu,0
siato u [ en : [EN:think] ] say we not [ en : [EN:get] ] telev @ @ isiun [ en : [EN:for] ] our house,1
test positive since never contact either children [EN:feel] free hook school fees almajiri,0
sch children abi almajiri northern children whenever hear one nigeria [EN:know] scam northern nigeria rest rubbish,0
focus almajiri north homeless children sleeping bridges south later grad@@ uated become robbers kidna@@ ppers,0
afrinews report nnamdi kanu exposes nigeria worst enemies tho,0
help help nigeria nigeria help others looking picture zoo ambas @ @ sador standing [ en : [EN:like] ] loyal slave [ en : [EN:naad] ] smile isreal demons nigeria industry,1
got clown cons @ @ iders news reporter anything trias dictate pres @ @ ident clone run presi @ @ dency thinks easy coursa [ en : [EN:want] ] talk flynn [ en : [EN:knuw] ],1
[EN:but] honestly we [EN:for] thank god [EN:this] act is illegal [EN:and] [EN:will] be jailed if caught bɛɛma a ɔhyɛ g string .. ahh nti ɛnyɛ gyimisɛm ? ?,1
came@@ rican chris@@ tians right kill males support abortion sex marriage comm@@ unism long first [EN:give] infidels oppor@@ tunity renounce heresies washi@@ ngton state lawmaker matt shea attem@@ pting,1
teacher never support biden obama biden made arne duncan educ@@ ation secr@@ etary [EN:call] neoli@@ beral privat@@ ization interest suppo@@ rting failed policies [EN:think] many members,0
almajiri culture totally alien biafra let ganduje keep street urchins orpha@@ nages lot check nigeria budgets since alloc@@ ation north west year year higher comes called south east south south,0
notes atlanta buhari propaga@@ ndocracy rhetoric cfake news,0
[EN:know] guys [EN:feel] glori@@ fying god vindi@@ ctive murd@@ erous person nhe kill people incl@@ uding chris@@ tians teach wicked leaders lesson,0
kill dumb trolls,0
offlatee you dey post nkwas @ @ iasam o [ emoji ],1
jesus born era maga liars fascists far right fake chris@@ tians [EN:would] accuse comm@@ unist mentally dist@@ urbed person even antic@@ hrist nthey [EN:would] [EN:try] kill attempts failed [EN:would] merci@@ lessly crucify online,0
looking arne shishani deciding pick,1
country pres@@ ident sick hiding citizens nwe deserve [EN:know] happ@@ ening pres@@ ident happ@@ ening villa,0
haha says person arne sorenson lmaf yet compl@@ aining running hotel company slow says,0
reason allow miyatti allah free access move around state killing people preve@@ nting owns state access gather monthly activ@@ ities amp hafiz trade caution ipob,0
[EN:get] volu@@ nteer everyone age bracket die lori [EN:want] parents devout evang@@ elical chris@@ tians die [EN:want] kill parents,0
breaking dss arrests man sharing fake video depi@@ cting buhari marriage,0
forgot voices really valid cause real chris@@ tians [EN:make] harm ever besides nothing legit@@ imate exposing biblical loving god tells people kill right wrong side hi,0
almajiri commi@@ ssion north million [EN:may] go along way wayasay,0
corona virus enter north end point nilli@@ teracy dirty almajiri rest point mr ndo [EN:need] point time nis illit@@ eracy,0
"me ny3 nipa bonnifuo , medo nipa paaa = i love people",0
almajiri never needed xbd nthis politics almajiri set indiv@@ iduals good future plan end [EN:get] diff@@ erent types crimes gov preve@@ nting enro@@ lling schools become senators,0
[ en : [EN:would] ] extr @ @ emely diff @ @ icult coexist south espec @ @ ially old northern gener @ @ ation unfort @ @ unately pois @ @ oning yuunger northern gener @ @ ations toxic despi @ @ cablee almajiri islamic cali @ @ phate mindset [ en : [EN:may] ] vomit,1
anka ) b3ti zongofo ) no nka,0
stop stupid read history well state conq @ @ uered danfodio chris @ @ tians today tiv people benue halted danfodio onsl @ @ aught killed chris @ @ tians,1
many dead organi@@ zations nigeria one human rights writers assoc@@ iation nigeria noise makers,0
trump showing leade@@ rship qual@@ ities face uncert@@ ainties giving hope matter fake [EN:may] [EN:call] ging@@ ering health practi@@ tioners fda nif buhari tenth,0
ways elohim chukwuok@@ ikeabiama charge son messiah lord mazi nnamudi kanu supreme leader ipob family worl@@ dwide paid price,0
medical sector nigeria [EN:could] blessing disguise spread cont@@ ained leaders [EN:see] reasons improve sector positive medical tourism offic@@ ially dead,0
dss arrests alleged maste@@ rmind pres@@ ident buhari fake marriage videos,0
me yonko lawyer aah w ’ abon sei 🤮,1
pyo help [EN:call] npmb problem time npyo oga ipob oo trending number twitter npmb ipob,0
"real paaa , i dey watch all [ en : [EN:the] ] games [ en : [EN:with] ] free mind . adwuma fon sei",1
anambra people given almajiri twitter some@@ thing talk,0
nigeria foɔ wei deɛ akoa no asa no ɔmo nka nkyerɛ no sɛ w ’ asa o na ɔmo sosɔ ne so . ɔbɛ wu ahyɛ mo [ emoji ],1
appar@@ ently trying kill chris@@ tians,1
energy [EN:used] release ipob members dete@@ ntion [EN:used] expose nigeria,0
person u claim ancestor nbecame governor minister head state became pres@@ ident u achieved youth apart [EN:going] prison times amp rece@@ iving almajiri slap landed u,0
guns,0
[EN:see] real almajiri pathetic begger,0
supreme leader indig@@ enous people biafra ipob nnamdi kanu time spoken though expose spons@@ oring terr@@ orism enemies nigeria,0
i believe baba sadiq because ston@@ ebwoy [EN:can] do anything nkura@@ asesɛm wei yɛ dey gye grammy,1
stand solid@@ arity day issuing e almajiri slap day,0
[EN:take] fucking shower,0
gyimifo ) ... [EN:those] times wey he drop song nu what changed ?,1
damn charlie,0
fake news much oil price fews weeks ago buhari jonathan diver @ @ sying nigeria economy trib @ @ alist started lying brother osinbajo,1
spoke bible seemed [EN:like] talking ment@@ ioned cgod chris@@ tians [EN:use] say r,0
"abodamfo ) kasa sei , forget dem .",1
[EN:this] guy [EN:and] nonfa ... ay3 s3 kramoni ne ne buta [ emoji ],1
nigeria called zoo,1
punishes oppo@@ nents nkill,1
either fake impostor needed surgery service london idiot hav illit@@ erate simply put numskul wot hopeless state black africa espec@@ ially,0
many igbo efulefus lagos amp abuja atta@@ cking ipob awak@@ ening igbos never said anything perta@@ ining recent carnage lagos,0
photo op democrat socia@@ lists let planned paren@@ thood kill babies sell little body parts chris@@ tians,0
mean islamic comma@@ ndment pls [EN:need] educated almajiri,1
resh@@ aring article sent exec@@ utive coach nathalie weister agree nin times crisis true leaders put people first [EN:like] ceo arne sorenson many military leaders [EN:know],0
gay man found dead meeting facebook friend sex,0
fulani train one send numerous poor almajiri rendered useless regions inflict conseq@@ uences failures human beings [EN:want] cele@@ brate one terr@@ orize country rubbish reject,0
listen snowf@@ lakes idiots dems nquran chris@@ tians jews murdered cruc@@ ified hands feet cut opposite sides impri@@ soned [EN:think] atheist stupid [EN:like] save xba reporter,1
[ emoji ] w ’ abon keke !,1
mnk fear much nnigeria court released orji uzo kalu haard earth @ @ quake voice king,1
question u knw chris@@ tians z muslims z state nmy question clear amp unamb@@ iguous unless u chose answer question friend z nchri@@ stians almajiri system faith ndoes mean automa@@ tically become number,0
nkwan no ani nny3 me f3 [ emoji ],0
nigeria [EN:must] fall zoo [EN:come] end road biafra [EN:must] [EN:come] humanity [EN:see] light,1
hiding behind who ? hw3 berma bi anim twaakai . woho s3 fufufunu wo specs s33 konko aa yatiaso gyimii [ emoji ],1
palmwine music vol npal@@ mwine music vol ii nthese buhari times clone wars iv npal@@ mwine music express nall solid projects nthey succes@@ sfully curated dynamic sound steadily bangs nbig ups spax,0
[EN:look] pic,0
thank much arna,1
poll designed smear igbo options false stere@@ otypes igbo division poli@@ tical ideology weakness neither multi prong approach ipob gave igbos voice igbo elites muffled yrs ev,0
kowe@@ nsani mahama . wei . tweaa@@ aakai ! ! !,1
question wisdom power god almighty zoo set ablaze enslaved indig@@ enous people trapped jungle evil forest [EN:shall] set free,1
restr @ @ ucture ngive us refer @ @ endum nzoo nigeria gone,1
pray healed reunited families amp almajiri system abol@@ ished govt,0
gyai atorc na 3nnye . otorofo biaaa anim beguase,1
chris@@ tians [EN:make] sick cause sleeping demons raising children kill us people jake raising children nba nfl players smh,0
first film born thro@@ waway gag barely quarter assed script almost money somehow got idol involved film terrible matter many lovely folks email [EN:going] back online,0
write good english na wabon dodo ...,1
resume pre sets im mentally ill resume lie arne star carto@@ onist working qual@@ ified label schizo@@ phrenic grades amp educ@@ ation never mentally ill addict,0
singleh@@ andedly coord@@ inated protect chris@@ tians syria iraq u suppo@@ rting terr@@ orist kill decap@@ itate,0
dang@@ erous us ppl cause worse amp worse,0
you dey fear say holy ghost fire go burn you ! sasab@@ onsam,1
[EN:know] pointing moral theol@@ ogical contrad@@ ictions white chris@@ tians christ@@ ianity simply hete@@ ronym white supr@@ emacy stupid time waste dign@@ ifies fascists pretense thinking white chris@@ tians decided matthew exist,0
dat mmrɛ w'abɔ wo trumu dam .,1
resto@@ ration months away called nigeria coll@@ apsed,1
journ@@ alist ignorant around world america muslims teach children duty honor hate kill jews,1
[EN:see] mata [EN:going] back [EN:and] working [EN:for] [EN:the] ball . otweaa . hahaha@@ hahaha,1
yam & choffi is avai@@ lable to bu from itunes ... kurasini is on [EN:the] grind,1
coun@@ tdown nno john arne riise strike clocked mph km h,0
watching cnn seeing americas gover@@ nment making plans handle expected covid cases [EN:see] nigeria figures infected dead planning prep@@ aring learning past cursed nigeria,0
teaching fun,0
menua kramoni aboa ! sɛ penalty nyɛ goal ong ? wodea yɛ wei fasting no a wobɛte wo ni twasidi .,1
facebook preve@@ nting public acce@@ ssing truth publish nnamdi kanu,0
every one even intern@@ ational comm@@ unity knew system making southern elites polit@@ icians some@@ thing unimag@@ inable [EN:see] northern states depo@@ rting south pretext speaks igbo yor b fluently,0
[EN:take] informed pres@@ ident sell right quantity oil right price fund budget aboki pres@@ ident borrowed money refle@@ cting funding state,0
illit @ @ erates fulani herdsmen aso rock villa running nigeria guver @ @ nment people called learned men women foll @ @ owing illit @ @ eracy fulani [ en : [EN:like] ] cow really thank great chi nigeriaa dead buried thanks mnk ipob,1
ready prayer move found @ @ ation zoo called nigeria start th [ en : [EN:may] ] till th [ en : [EN:may] ] hail biafra,1
"ladies , soma @ @ times when we guys [ en : [EN:ask] ] [ en : [EN:for] ] your phone number it 's not as if we [ amoji ] u oo ... we just wan na do you a favur of sending you job vaca @ @ ncies via whatsapp to [ en : [EN:gat] ] your lazy a * * some [ en : [EN:work] ] to do na ghana mmaa bi y3 akwa @ @ dwofo ) dodo .",1
stupid people [EN:like] [EN:look] jaat paat caste creed majority us inter@@ ested quality merits people [EN:like] [EN:may] [EN:try] incite racial hatred majority us proud hindus incl@@ uding muslims jains,0
maste@@ rclass leade@@ rship met arne two years back impr@@ essed hope business poli@@ tical leaders taking notes,0
e arne,1
man created viral video buhari fake wedding arrested dss,0
biafrans [EN:must] forgive zoo called nigeria,1
many nnamdi kanu donate u ipob apart looting donation pple made ipob,0
original biafran unworthy task trying sabota,0
britain [EN:must] stop enfo@@ rcing forceful union perp@@ etual slavery biafrans zoo called nigeria nthey [EN:must] remember fate roman slavery,1
kramoni ba paaaa na wotumi bisa nkwas@@ iasem sei,1
nigeria confirm case dead,0
joke joke clown said [EN:would] kill buddha god another religion muslim entire internet [EN:would] blow said [EN:want] kill chris@@ tians huh huh,0
grace leader indig@@ enous people biafra supreme servant ipob,0
lucky nigeria money power exon@@ erate u certain punis@@ hments law nwhat law criminal negli@@ gence jail time coun@@ tries nin china shot,0
40mins after you [EN:were] laughing at chelse@@ a…siato 🤣,1
pres@@ ident care us nigeria dead zone pure wicke@@ dness,0
"yɛnfa ndi mo , sɛ mose moagyimi",1
check original buhari one called jubril sudan impostor parading original buhari fake,1
zoo called nigeria true talk,1
so what of [EN:the] one who is broke [EN:and] [EN:does] n't [EN:have] money on their wallet ? you 're all [EN:the] reason why [EN:are] leaders do [EN:the] least [EN:and] still retain power . nkura@@ asesɛm nkoaa,1
nswift action plan northern state govs address much disc@@ ussed almajiri issue comme@@ ndable overh@@ auling problem unavo@@ idable wake pandemic amp [EN:must] involve colle@@ ctive effort,0
animals zoo level coordi@@ nation [EN:think] nigeria cursed jungle anything goes,1
zoo called nigeria coll @ @ apsed pres @ @ ident vice,1
almajiri unive@@ rsity heaven,0
arne army foll@@ owing,0
oh wants kill chris @ @ tians,1
prove us truly fake news live video buhari,0
"i [EN:was] enjoying your utter@@ ances until you said [EN:this] , akoa agyimi papa",1
dpd built almajiri schools apc develops almajiri expor@@ tation system wow,1
"gyimieee nkoaaa , so what is [ en : [EN:the] ] sense in [ en : [EN:this] ] tsww , if u [ en : [EN:can] ] ’ t aa [ en : [EN:cume] ] home err who force you .. black man de3 saa",1
monsta time,0
"as it [EN:should] be . you don ’ t pay dues , you don ’ t attend games [EN:and] thus , pay at [EN:the] gates , club merch@@ andise too you won ’ t buy nso kasa hunu nkoaaa na boys dey shi amanfuo data wɔ whatsapp .",1
who dafuq wud bid 25m [EN:for] higuain [EN:and] bid 20m [EN:for] rooney .. wagyimi ? ? ? dat alone shows how serious u r not !,1
[ user ] high school most tuutuu [ emoji ],1
hope next media perso@@ nality someone [EN:ask] hates chris@@ tians much remarks stupid statist believes gover@@ nment stifling free speech yet another reason defeat dey,0
ne papa sika nny3 ne sika s3n ? ? [ emoji ] wo kasa saa me tumi hunu s3 wonyaa sika p3n .,1
life inside nigeria hospital zoo battar nigeria even animals admitted type hospital,1
believe u called biafran mr yul u one ipob people,0
indeed people [EN:like] tissue paper idiotic femi called jealous also igno@@ rance dumb stupid head die jealousy mnk ipob fucking tissue paper xbb,0
great hindus minority usa [EN:need] drama inter@@ faith alliance right india hindus majority kill minor@@ ities muslims chris@@ tians guys worst double tongue snakes,0
chris@@ tians [EN:like] dish@@ onest prayer [EN:know] mind [EN:want] [EN:get] sickness punis@@ hment stupid prayer chris@@ tians wicked sha,0
"whenever i 'm down , i go to [ en : [EN:the] ] abokyii peuple on our junction [ en : [EN:and] ] pay them to say 'ciga @ @ rette ' .",1
e pass way manner [ en : [EN:give] ] birth [ en : [EN:like] ] cockr @ @ oaches alarming neighb @ @ orhood within years kids almajiri menace started,1
against xavil @ @ ococus ? wabon kraa na kont @ @ omire ? kai,1
some@@ thing [EN:must] done protect brothers called almajiri xbc coz one almajiri [EN:may] affect one family group,0
kurt [EN:and] his cohorts sɛ moagye moaniso heeer@@ rrrrrr ... ghana paaa nie ... animgu@@ asefoɔ .,1
[ en : [EN:know] ] problem islamic start kill,1
one thing time got good deal box consi@@ dering nznmba yrsg gur wnahnel cerbe@@ qrerq bar abjurer arne zl qbbe arvt@@ uobhe nyregrq zr naq vg jnf tbar orsber vg pbhyq erge@@ vrirq fgvyy pnyzvat qbja gb ubarfg scra@@ mbled,0
[EN:call] state emer@@ gency,0
[EN:call] sir let people [EN:feel] pain giving birth children throwing away name almajiri right gove@@ rnors [EN:must] end ever way possible,0
evang@@ elical chris@@ tians guess stupid [EN:see] trump along destr@@ oying demo@@ cracy respo@@ nsible killing hundreds thous people putting us nd great depre@@ ssion decim@@ ating every religion pay play called chris@@ tians,0
happy likes prefer runa liora emeril,0
"free shs mmae3 no na nyansa reigning dada , nyan @ @ kopcn amma bi annso wabusua so nti kotonpo ne adesr3 na mode bedidi . okwasia ba p3 adwuma papa bi y3 , 3niwu s3 wotafere nkwas @ @ iafoc nanse ansa na wadidi . wo maame tw3 s3 nana addo ano fcm na ate agu no",1
