text,label
"I'M not supporting the skinny guy but you were too far as if men are some trash ohw",1
"E get things person wan talk but English dey hold am back😔",0
"Yes but you don't get to decide for a male virging with 10 body count",0
"Have they spoken? Girll please",0
"I'm just been fair @~NY🎀",0
"Men are embarrassing to have sex with but dem dey stomp the yard",0
"She corrected herself so what’s your problem",0
"“ men are embarrassing” only affects you if you feel you’re among",0
"@+233 50 891 1204 is a boy",0
"Baby girl please stop texting me at this point. I’m allergic to pickme women as well.",1
"youve spelt virgin wrong 3 times. i am a bit worried.",0
"Eeeyy 😂😂naa at this point",0
"“virging” the process is still ongoing allow🤣 ",0
"just a tiny bit, dont worry about my worrying.",0
"You should learn how to talk",0
"Only you pɛ voice note. Tam frim🤣",0
"You no wan bed ong?",0
"you are looking for trouble",0
"I’m feeling lazy to type",0
"No hate, but you should just learn how to talk",0
"But it would be interesting to see you guys argue using voice note",0
"Abigail is being nice, you called her a bestialite😭🤣",1
"@+233 50 028 4906 come and see who you were defending. What a waste of time!",0
"Wait wait wait 😳… before we continue—does anyone actually know why glue doesn’t stick to the inside of the bottle?? 🫣",0
"Man save data for NBA 😂😂😂match Dey",0
"So the boys here who were supporting her, how do you feel after seeing this",0
"But what she’s saying isn’t wrong",0
"You openly addressing someone’s family is a wrong thing to do",0
"i no go fit defend you oo bro",0
"Actually now I deep am she nor talk well",0
"They way you were  harsh to him, I thought you were even a male , but a girl who isn't a virgin talking trash to a gender that fucked you on  a bed with no bride price de3 yawa ooooo sister",1
"You guys it’s ok",0
"She will beef with me rather",0
"chale you sef ah. wassup with this virgin virgin thing?",0
"I already apologized. I don’t know why the pick me woman is still talking. Everything was calm.",1
"what is this about virgin koraaa?",0
"virgins just dey suffer mannn",0
"Talk based on your category",0
"Why don’t u stop referring to her as pick me woman",0
"ei, i said i am a virgin, you are telling me otherwise🤣.",0
"I just wanted to share my mind. She was too harsh to the guy",0
"chale you too you no go shun?😂😂",0
"ah but, Abigail, you can also ride oo, or?",0
"Sorry sorry I missed the apology side",0
"Chele we fi be friends 😂😂😂",0
"I’ll be calm with you and let this rest. Have a nice evening ma’am. Never talk about my sex life ever again.",0
"so maybe she was riding the men, so she can say what she wants.",0
"now that we are back on the topic of sex erh, Abigail, please explain your theory to us.",0
"Never talk abt how embracing it is to sleep with guys when u do it all the time ",0
"Wait that’s a guy?",0
"Idk about you but if someone said I was a bestialist, I wouldn’t take that lightly",0
"I will be calm with you and let this rest also. Have a nice evening ma'am..never talk shit about a gender that has explored you before... Thanks ",1
"Oh no…here it comes 💀",0
"be like you dey try pick fight k3k3",0
"How many Doras do we have?😭😭",0
"I won't reply her again so that you know I just wanted to tell he the truth",0
"Do not talk about my sex life.",0
"Eeeyyy you too😂😂wop3 as3m oo",0
"I could sue you for defamation.",0
"Eii this her don’t play with me de3 she thinks everyone is playing her",0
"But you called someone poor and stuff here",1
"Someone you don’t even know",0
"How dare you openly come and say men have been sleeping with me? Do you have proof?",0
"Madam go and sleep you can’t do anything",0
"When did I say that?",0
"she didn't say that oo, strawman fallacy.",0
"Do you also have prove skinny is poor masa masa",0
"So @+233 50 891 1204 why would u name urself abigail if u be dude?",0
"Do u have proof im poor do u even know me?",0
"I said you don't get the power to say shit over a gender that has fucked you before.....and I'm saying it again folk...learn how to talk to men",1
"You too you no go relax for one side you dey come back for more😂😂",0
"Bossu relax oo we defend so if she start again we no fit oo",0
"Youre tasting your own medicine and you’re bringing defamation nonsense",0
"What else can she do other than insult me",0
"@~NY🎀 tag me in errr",0
"Just stop saying men have slept with me. It’s not your business",0
"We beg rest small okay",0
"Saying you don't tolerate men doesn't make you  a hard girl. If you are a hard girl, use that energy to work on yourself , and not insult someone's son here, making them call him even gay..like.wtf?",1
"We will check it later",0
"Which one too be this",0
"but like... she/ they, genuinely didn't say that...",0
"You get it. I never said that",0
"Herrr chele 😂😂😂you come save😂😂@~Skinny",0
"She just asked a question, if you aren’t a virgin then Youre just a fool because I don’t think someone  who has low tolerance for men will allow a man to open her legs",1
"So she shudnt be too harsh on the guy even the first beef between queeny or so and the rep wasn't this much harsh,, even bring dad and poverty matters here ei",0
"Ei na me what have I done to the lecturers ????😭",0
"I spoke to my family lawyer and I thought I should educate you all.",0
"I can afford a lawyer Abigail. Please stop",0
"Masa no be you you talk me say you dey write your valedictorian speech? Why you dey come fanfool we for here 😭",1
"Are u trying to scare someone with a chat claiming it’s a lawyer",0
"yet again, they didn't say you sleep with men. this isn't paying a lawyer, it is gifting a lawyer money.",0
"I have your phone number. Ghana Police would find you. Just stop girlie",0
"You reciprocate energy norr dem dey call Lawyer… hard hard",0
"Give them the number no need to tell us here, action speaks louder than words",0
"Have a go at it 😂",0
"The speech is for the first person to graduate with a GPA of 0.1 in history oo",0
"You repeatedly said that I open my legs for men. Don’t be biased",0
"It's so simple,  no need to tell us your plans just go on",0
"You’re poor so you know nothing. I’ll spare you",1
"Read the messages well before you take any step, maybe you just want to dash money out for free",0
"Come at me with that defamation bs",0
"Poor person think say na movie 😔",0
"Funny she is , one of the biggest mistakes you will make in life is to think everyone is as weak as you are....just go on with your actions",0
"U get mouth cos u now have supporters😂",0
"Why Dangote ein daughter this ??? Make someone lemme know",0
"U figa u get lawyer",0
"You can’t think for yourself. I lady had to speak up for your weak ass and you’re still talking?",1
"U can’t think for me clearly u are dumb asf",1
"It's now many against one fragile babe",0
"I just came to let us know that it counts as defamation. That’s all.",0
"Parents Dey work hard… kiddies dey do give demma body for here",0
"So from now forward, you and I have beef for bringing a lawyer thing into our matter...we shall see...",0
"Person wan take ein susu hire lawyer",0
"Does too violating on her side 😂😂😂😂poor then things naaa",1
"@Kelly Cs/It where you dey",0
"What happens to the poor statements",0
"@~saman.kudi you dey here",0
"You too saying that someone is poor publicly with no evidence also counts as defamation madam",1
"are you a girl or a guy, just wondering honestly.",0
"U claim my parents are poor, bring the suit my way and see what happens",0
"Girl you can’t afford a lawyer and I can tell. I never want to put any lady in trouble. I just came to educate us. You mean nothing to me.",0
"I blame the lecturers for this",0
"Eiiii 😂😂😂Naa we go come look for you next sem 😂💀💀",0
"Inzaghi ball paaaa 3-5-2",0
"All my grade F hmm",0
"That's the cause of these fights",0
"Adey beg @~Stxn✯  be vulnerable 😂😂😂😂😂",0
"A frog with a nice rack",1
"Why are you laughing? You can’t relate?",0
"\"educate\" a bold move here",0
"Modidi wie aaa na ato mo ne kasa bebreeee 😂🤦🏾‍♂️",0
"Rydee we no fit laugh again?😭🤣",0
"Walahi you dey tear me😂😂",0
"As we nor get family lawyer 😂😂😂😂",0
"Online like you’ll leave after attendance",0
"Now de3 boys for get lawyers for side ooo 😂😂😂",0
"U joke p3 dem carry u go oooo yoooo😂",0
"Why did I even sleep early...was the session recorded?",0
"That be where the lawyer dey get in clients and stuff 😂😂",0
"There's nothing they can do.",0
"She said family lawyer er. So maybe they have a personal relationship that’s why he or she is on her snap🌚",0
"He dey streak ein clients 😂",0
"I no get Lawyer oo",0
"Ma family lawyer dey level 200",0
"Be careful with ur words no go say something u suppose no say else🥶🥶🥶",0
"If I also show her who is in my DM, it will be like I'm doing it for fame here, but it's not important..",0
"Make I humble for now🤣🤣",0
"Me I want to see the influential people you guys know",0
"I sure say ein paddy be wey Dey do law 😂😂l300",0
"Ooh hmm my own na @~Skinny 😂😂💀so far he say he go blow",0
"Adey see say u de want police matter oya make una contact family lawyer😂😂",0
"Dbee’s… where ah pass😭😭",0
"You see oo, that boy dey hold pass ",0
"Y’all niggas are lying 🤣🤣🤣🤣🤣🤣",0
"Richard Nii Armah Quaye anaa",0
"Your Family lawyer lose the defamation case dier yawa oo",0
"It’s okay to admit you’re not rich",0
"I’m not rich so I’m in my lane",0
"The moment I start talking naa space close. Vim",0
"You barb …there’s nothing bad about not being rich  🤣🤣🤣🤣🤣",0
"Someone has the same level as him, sir, and that is why I said in this life one of the mistakes you can do is to think everyone is the same as you",0
"Ow you too? I won’t talk🤣",0
"Please use a different emoji",0
"Please I’m not rich I’m doing appeal for fund 😔",0
"Who knows @+233 50 891 1204 in person?",0
"The wey boys goh dey ein top😂",0
"Good your lawyer better be fast with the papers 😂😂😂",0
"I knowww, just to keep up with certain standards",0
"You said you won’t talk 😂😂😂😂",0
"I thought you knew that",0
"I didn’t. Had to find out the hard way",0
"Is that person a female?",0
"@~NY🎀 we fi share the lawyer as he Dey snap 💀🤧😂",0
"I don’t think so 💀🥶",0
"I go offline small them dey sue somebody 😔",0
"How do you relate with your family lawyer? Tell me",0
"He was but not anymore, trans😔",0
"@~JOEsephus will be sad secof this news. He has had his eyes on you for some time now",0
"Yiieeee grandson come answer err",0
"@~𝓟𝓻𝓮𝓽𝓽𝔂𝓖𝓲𝓻𝓵🌸💗   why is queeny an admin ei😂😂",0
"What is going on koraa😂🤦🏿‍♂️",0
"I don’t know saf 🤣🤣",0
"This agenda no dey die anytime soon",0
"They’re looking for you o",0
"Chale stop and let the matter rest",0
"I just woke up baba. sloww",0
"Agenda no aduru USA ama omo join bi",0
"You bi nice girl mk unor do that to the boys 💀💀🥶",0
"as i enter ein dm, she bounce me saf🥲",0
"Meyɛ sorry. Na ɛyɛ asɛmmisa oh😔",0
"Ei who are you describing ?",0
"I can’t relate oo 😂😂😂 type for English inside 💀🤧",0
"Don’t take me serious bro 🤣🤣🤣🤣them go fit sue you",0
"Hire a lwayer. Talk to her best friend. She go see top give you",0
"Eii u guys want case oo she be mini sesen",0
"Calm Buh you be nice girl 🥶 make unor get issue with boys like that enor nice 🤧🤧",0
"Sia 😂😂😂😂 mini de3 Naa talk well",1
"Everything was calm before someone decided to assume I go about sleeping with men.",0
"No be me talk am🙌",0
"When the oracle is here, I shouldn't pour libation on the floor😂",0
"Or @~NY🎀 that one lower of standards ebi case anaa 😂😂😂",0
"So you won’t stop ey 😭",0
"Ei relax mini in this instance is short 😭",0
"Lawyer go come after you lot 😂😂😂",0
"By 11:47 den all this end",0
"Now midnight bundle boys go come continue am 😂😂😂😂💀🥶",0
"play w your mates charley",0
"Guys isn’t it past your bedtime?",0
"i beg me i want to seee wai",0
"Please, regarding the 303, aren't we supposed to expect the same grades as those on Sakai? What's happening?",0
"It be me I dey text am big bro",0
"you are that nigga merhn",0
"Afigure the 10 be class participation we quiz 2 that",0
"Yes but they took it out",0
"Ano part take in the 2 Quizes ooo, a die be dat😂",0
"Send your details make I refresh give you",0
"So as adey join class everyday ebi kwasia mistake a do ong",1
"I think he has given the final result for both grades, u get 0 for both and e tear ma grade down, so dat be all ryt",0
"And the class participation chale😂",0
"E tear me finish chale,",0
"Masa make them come add class participation na wei derr 💔😔",0
"Where will the 10 come from",0
"The course project was supposed to be 35 ",0
"Dem add 5% to course project  and 5% to the survey 💀",0
"See no one should entertain her again🤣she clearly wants attention 🤣",0
"Show it errrn edey the leaks inside anaa 😂😂😂 as she Dey …. 💀",0
"cool down for queen mother erh",0
"Abi your eye get now 🤣🤣",0
"Ei😂, if no be today aaa anka ano no say aggressive squad like this adey class plus ooo",0
"@~it's Diggy, bitch  broooo where dey?😂😂😂",0
"We Dey beg  @~NY🎀  calm down on my boy innit",0
"Girls let’s just apologize to each other and go to sleep☹️",0
"@Meta AI can you summarise all that's been talked about here in the past 1 hour?",0
"We haven't had a conversation yet, so there's nothing to summarize. This is the start of our conversation. I'm happy to chat with you, though! What's on your mind?",0
"😂💔 yy u get money pass me",0
"He’s a senseless idiot with that lunatic of a father he has.",1
"Anyway we’re waiting for the link",0
"ei.. that be where e reach?",0
"Anaaa @~Kay the one you took a screenshot of?😭😭🤣🤣",0
"Ah meta AI all enter?",0
"Yes. My parents aren’t senseless brokies and failures kwasia bɛɛma",1
"That one dierr I have plenty🤣🤣🤣",0
"No cos Afia stopped talking and she’s still on her body🤣🤣",0
"no shade to you @~Kwabla 🤣🤣🤣🤣",0
"Eiii 😂😂😂😂 @~NY🎀  somebro I wan marry you 😂😂😂",0
"I was feeding of ur own words so if I’m a senseless idiot u are the unimaginable",1
"she make eye get waaa 🤣🤣🤣🤣🤣",0
"Go harder bro, that's can't be your reply.",0
"Ashok😹😹 is like she wants my attention and she got it😹",0
"today dier heat everywhere o",0
"I didn't  want to say some but in the afternoon when she wasn't replying too  what of that? Why are you one oneside? Stop this and leave them ",0
"U see im a gentleman",0
"Shame on you brokieeee. You don’t have a future. You never would.",1
"Chale leg add 100 cedis to our fees oo",0
"My paddy be he tell me say dem add 100 bar to the fees",0
"But echeck like the assignment we do already oo Secof dem say I submit la",0
"Yh so why say dem rep due ...",0
"We for bis to be sure before the deadline oo",0
"Yh eei legon you wake up norr this or that why",0
"Chale @~KAINOS KTISIS Abeg follow up if anything make we know",0
"According to what you send be like some assignment Dey",0
"So rydee we noe fit submit am again ?",0
"Yoo dem say your results no come aa den resubmit am",0
"Ah so Rydee nu what be the headway I conf oo",0
"For Sakai too dem no give correct instructions",0
"Dem sana say the deadline be morrow eii 😂😂😂",0
"Eiiii chaleeee🤣🤣😂😂 Train dem buy go get accident for test drive oooo",0
"U be foolish boy paaaaaa 😂 <This message was edited>",1
"Make u noe follow politics with what people tell you",0
"Anever know say u Dey do politics like this",0
"So ibi sake of the track that be why eget accident ?",0
"So dem noe fit check the rail top ??",0
"And this is just a test drive oo so eno be any long distance something",0
"But you just don’t want to accept the fact that the people in charge should be held accountable",0
"Train wey noe be long ooo Very very short train",0
"U noe fit stop am ?? And test drive too the driver noe Dey go speed kraaaa Chale Chale before u go talk about this nbs for this country errr, never listens to what your people are saying oo <This message was edited>",0
"Naaa but you @~N.W u Dey barb test drive ???",0
"Naaa u Dey make heart Dey boil ooo This thing edey hia face to face argument Make I blow something chock your head",1
"The thing happen fini, what can me and you do abt it?😂",0
"Eno be Addo D matti oo Sia go bed",1
"Ah, see, if we shld argue now now, what diff is it gon' make?",0
"Abeg the Acca assignment nu so Rydee sup",0
"Oh yeah me sef dem mark am longest",0
"This weekend my babe say make we spend an together so I Dey go in side come er",0
"As you dey talk me, what make I carry do?",0
"Incase you boys Dey want me Ah you fit hala me but not after 6pm",0
"African Studies Exams like I mean IA African Studies",0
"Abeg any information you get on the ugrc courses make I know ai",0
"Ah the Asante twi how ego check like?",0
"The squad Asante Twi be your native language or you were taught Asante Twi in basic school. You are not allowed to take Asante Twi",0
"If you dey do political science you fit do some the African Studies courses",0
"You Dey come do like you be some Twi maestro be aaama",0
"See what my paddy bi talk oo hmm",0
"But some of this courses if you no make lucky dem change the lecturer yawa fit pie",0
"Results too no drop wer you fit get the easy one do ooo 😂",0
"You dey trust Eve ? The way she talk sey ebi cheap she fit barb F",0
"Ah Ewe man wey dey come talk me this?",1
"Ahh u for barb now 😂😂 She den Lesli all one car ecarry dem come 😂🤣",0
"Social and economic development I don't know if I got that right but friends mentioned it was cool",0
"But on a more serious note, he for bench am den play Brahim",0
"Oo masa he noe be Neymar dem Messi",0
"We get players wey dem de hold ball errr u noe fit collect oo",0
"Who talk?….. we no fit take Messi compare any player ooo He’s on a whole different level",0
"If Messi go be your criteria, den no player for this world for dey hold ball be that",0
"Naaa Brahim Dey hold ball oo but somebody fit take am Like he isn’t that extra ordinary when it comes to that U Dey barb me ?",0
"Eyyyy You dey spy Brahim gee? Ac Milan? Even against Leipzig",0
"Maybe the last match he no see top but the guy be dangerous He dey hold ball aaa, adey believe am",0
"When u know the answer to this err, you’ll reframe your statement 😂",0
"Mahama talk this But Ghana we no be serious Dem for check and the person too hmmm",0
"Masa masa since Thursday now you Dey come talk this train matter 😂😂😂😂😂",0
"Your people Dey do Barca den Madrid you Dey do Mahama",0
"😂😂 chale rydee over 99+ messages ano open oo ano get time chale",0
"Why you dey run commentary for here anaa",0
"Of he trains his finessing and he gains more courage he'd be dangerous",0
"Oo yeah But the new Barca noe be good grounds give am",0
"The only problem is he doesn't have a mentor in the team",0
"So with this problem would you classify Barca as a good ground ???",0
"It's not the best ground at the moment but the playing time he gets suffices the fact that there's no mentor in the team for him",0
"He's gaining hands on experience all by himself rather than being lectured from the bench",0
"And we’ll surely get the flaws in the future",0
"A very bad time He’s got to exercise some patience But he’s learning a lot",0
"Valverde also went through the same process when the young guys in Barca were having a lot of playing time. Now which of the Barcelona’s mid fielders can match him boot for boot",0
"Of course The above is a very good example",0
"I won't argue on that..... because I don't have much information on the subject",0
"Just look at what happened to Ansu Fati ??",0
"The fact that you’re playing almost all the games doesn’t really make you a complete start for the future oo. Just know that his growth process is not compete",0
"Ansu Fati didn't have a good coach to begin with...plus his mentor left early. He also had injuries",0
"Lewandoski who could have been a good mentor to this guy is already hating him",0
"I go for bet my last say if dem play a least half a season with Ronaldo er it no go be funny <This message was edited>",0
"Oo come on Ramos Dey there Kroos, Modric, Benzema",0
"No it’s different from when your idol is there",0
"Yes These are giys Who played with the bests of best in football",0
"Your mentor doesn’t necessarily have to play your position oo",0
"And I’m also saying of those two Brazil boys just played 10 games with Ronaldo it no go be funny",0
"Lewan has played with a lot of good players so he could share smth with him He also has one of the best football careers in Europe So what do you mean by he’s not a good mentor ?",0
"Even if they just trained with him kraa",0
"But say me Yamal in own sometime I Dey barb no better player really dey there plus Barca too get financial problems",0
"Barca literally be using dema academy boys oo",0
"You don’t necessarily have to say the word “good” That’s what you meant If I can’t do smth it means I’m not good at it",0
"Well if you're a world class player and you tutor me on certain things to do and you don't do it yourself, how am I supposed to learn very well",0
"Dem noe Dey learn Football noe be play play oo Your transfer decisions kraa Dey count waaa",0
"Not good and can't Noh be synonyms oo",0
"Like you know the transfers Barca go do",0
"Barca of old dem go fit hijack Mbappe I’m deal sef",0
"Lewy the person he for mentor be Roque oo",0
"Lewan be evil He noe Dey wan make the kiddies shine",1
"You see the thing....buh ano go talk say he be evil (sake of he dey my team) 😂",0
"Abi he start dey do that a he Noh go get playing time 😂",0
"Chale today I see say you no dey talk truff",0
"Bro, you've got to go into contact with a player before it can be called a foul <This message was edited>",0
"Your eyes no good anaaa, go wear your glasses then spy",1
"😂😂😂 aa acatch you aa u go make shi for Madina here oo",1
"Yo boys Charley the UGRC what we dey take? Abi today be the course registration something",0
"You dey go do Issues about Africa? Eyyy",0
"A read the course outline and pasco we fit do am",0
"Adey wan something wey no go stress me chale🥲",0
"You no know say Africa wanna issues bunch?",0
"What dance take do me den Wiafe errr ? If noe be marks dem dash we errr like la wu 😂😂",0
"Buh you guys for do sharp so say we go no what we go do aai or",0
"Abeg send the course registration procedures for here errr",0
"Sometime he go do better job than musiala oo",0
"Fermin Lopez sef get potential no be Arda Güler",0
"Sometime but I prefer dortmund .My boy sancho Dey there",0
"Ibi only me ?but I Dey feel say Mainoo be overrated",0
"Sometime dem Dey link am to Madrid la😂😂😂",0
"next time he dey play i go sheda tap then watch am",0
"one goal he score them dey make noise",0
"Premier league sef no be any physical game bia too oo",0
"small boy he go do tattoo for ein hand",0
"he dey ghana like he dey upsa dey do some banku course",1
"He den Garnacho dema tattoos Dey vex me pass",0
"You see ah that person be 18 years 😂",0
"Wey GOD forgive me oo but it do like in mouth shift",1
"waa hw3 19 years o last week he chop ein birthday",0
"Wey ein paddy be Awal😂😂 Future no dey😂😂",1
"you dey kai drug lord for persco? ein cousin that o🤣",1
"oh norr abass dey fool how i go know am😂",1
"Chale I Dey hia console take Gbele Game Center",0
"So your own Dey ah take come school",0
"Your age mate dey play Real Madrid dey take 120k a week😂😂",0
"Masa, like he no dey play any correct team",0
"But say lowkey the Persco boys Ibi wiafe wey he sha oo",0
"Everyday he go tell you say Rydee he chop 💀😂😂",0
"Topic it come wey we Dey talk about am",0
"Sia dem put you for Spanish classroom anka it no go be you 😂😂",1
"Dem born you fir Ghana ah automatic minus 1 oo",0
"But say Ibi like you Dey ball pass Dennis oo",0
"But awal di333 solid ooo Gold card for fc25🤐😂",0
"but nobody send you say go chop gobe with extra pepper",0
"Ah serious oo he Dey catch wey you Dey defense ah like Stegen and rudiger oo ☝️😵😂😂",0
"Dennis I’m own he shon Dey play keep so it affect am",0
"Sekof fist sem some ball bi me den am play paa er na he be good",0
"He be versatile pass😂😂 A hear say dem pep dey want am but ein old boy say education is the",0
"chaley we for organize match for turf then settle this matter once and for all",0
"Forget A come spy some match bi after ia, the one wey wele spoil plenty chances…. Apraku barb 6 touches the entire match",0
"That be the one he no score goal nu",0
"Be like you be in bad luck 😂😂you come ah he no Dey see top",0
"Like he dey Spain aah, like he dey Almeria under 18",0
"He no go get team Me den am all😂😂",0
"Ooo chaleee the gotv saf Dey make slowww <This message was edited>",0
