text,label
yes white christians made farakan like make made want kill jews makes sense smh,0
They know Nothing except brofo akeseɛ.... big big English nkoaaaa nsem hunu.,1
sculpture arne quinze mesmerising nvalencia spain,0
"Ei... You deserve all that they're saying to you. 
Wo kasa nyɛ",1
ganduje accuses northern colleagues noisemaking politicizing almajiri,0
"s3 wa y3 wadwen s3 wo di amafuor mbaa b3 kor bonsam gya mu no de3, 3noa na wo si wo b3 y3. We wie y3 nny3 me f3 kra, nyame betua wo ka paaa kuraseni bermaa",1
abia state ipob members reside,0
"If your foolish and stinky self thinks that was an insult, you can burn the sea 😂😂😂😂. W'anum kankan tise womame trumu 🤣🤣🤣",1
"As people dey go church, we dey come talk nkwasiasem. It’s a miracle.",1
state governors unconstitutional things done covid nelrufai deportation almajiri nganduje deportation almajiri nwike demolition hotel nkogi cross river even sent back fg team nit buhari failed us,0
evil islamic terrorism end without dismantling fulani vicious caliphate far worse known jihadist caliphates combined nthere urgent need liberate amp others living terror oppression fulani terrorists,1
biggest liar world,0
since beginning lock heard southerners crowded trailers buses going northern state nbut almost every state south crawling stopped borders,0
god never show mercy speak loudly favor breakup fulani friends evil one nigeria killing project types south never find permanent rest obj openly supports disintegration evil one nigeria openly,1
turns trump bond villain plotting kill america christians convincing pack churches easter pandemic,0
army boko army herdsmen killings support gov fake buhari abuja gov home happy killings biafra land corona vrius must killing also family army boss,1
surprise nigeria zoo,1
love keep see nigeria one south saying telling rest country mohamed buhari dead refuse believe hypocrisy stupidity,1
dems christians horrible islam religion peace nmuslims kill saying religion peace ndems shut churches islamic temples ignore,1
xbc positive staying various state,0
jeopardy question would effective way infect kill lots christians,0
one confusing distribution almajiri sharing states nho,0
"knowing govt appointees even before they are appointed is no news. Some1 leaked info of the appointees to them and they decide to add lies. Once they know the appointees, they write some false scandals attached to the person's name to make the govt unpopular  Ndc 3y3 azaa nkoaa😂",1
nigeria chaos seen anything army political thugs brewing extremists trained elites northerners folding arms waiting explosion consume,0
elite almajiri nsee new brand,0
praise donald j trump bringing needs done reality without atom fear wish come nigeria eliminate real terrorist leaders sponsored death millions,1
I'm supposed to believe there's a Better rapper than Lyrical Joe 😂😂😂 Woyale,1
barbaric nnigerian police force arresting torturing ipob family members delta state cause needful release unarmed civilians,1
zoo republic also know nigeria must fall,1
"Afihyia pa ooh, afi sesei na w'awo ntafo.",0
Woho nny3 f3 nso aa don’t post your picture we beg,1
Ibi today u go know say Sheldon be jon?? Tweaa..ne ti s3 amorrr fire,1
merry christmas watching talking books bbc minute seeing interviewed nedinburgh book festival c c c,0
Sasabonsam lion😭. Pray say dem no go give your kiddies mic in the future.,1
mean orji uzo kalu kneeling almajiri taking bath b days god mercy,0
nigga christians stupid set people ever walked earth gullible group idiots one main reasons africa moving forward fucking sad,0
lots innocent people died course one nigeria yet separates us glaring unites us wizest option disintegration let us stop pretending respect dead divide countr,0
fake news tell buhari address nation live second covikk one nine kind video,0
let em stop moving almajiri children upandan feel want south hit almost hard harder hit north,0
jerk keeping faith christianity booted immediately anyone thinks trump removed done christians blacks economy shows stupid guy one credibility,0
wow special type stupid jesus time judea samaria jews roman pagans christians obviously muslims colonized land yet neither islam arab empire existed,0
continue almajiri nuisance governors south wake allow sent south every nigerian child deserve decent education good family upbring,0
"Hahaha..  but you're not doing law lol.. What have you made of yourself after your mummy whored herself out for you? I keep bragging cos I'm a doctor.. and what are you again? 
Ashawo ba.. hoodoo! Tuutuu nii ba..",1
"Abodamfo) kasa sei, forget dem.",1
trump wants kill christians covid,1
couple weeks ago used go live twitter thing quite fun think arne playing cards chat rubbish together pass time time uk want join,0
awesome president trump useful useless idiotic cnn tell world killing zoo nigeria british uk cowardice government amry soldiers killed boko haram terrorists attacks monday give world fake news day day,1
liz sheld man kills church armed texans kill njews besieged everywhere de blasio blames trump left hatred made world nbiden called cpervert noft deported alien kill,0
buhari proscribe ipob terrorist mean world ipob regarded terrorist goes usa tagged terrorist supported iran,0
Nyansa biaa nnim Why shout for help when it’s rubbish you’re carrying.,1
condescending tone betrays bias protesting coal like protest shutting good low carbon nuclear germany nin protested mbank lending money new polish coal powerplant ostroleka c nvideo,0
first dead case registered nigeria today,0
"🙏🏽☺️ Some old things must change. I never understood why we had to cut our hair, the flimsy excuse they give is ""it distracts us from learn"" and does it hold the brain from thinking? Chale. Hair or not wo ti ewu aah ewu oo 😂",1
watch northerner voters future arewa youths nfuture boko harams nfuture fulani herdsmen nfuture bandits wasting away school age begging alms nalmajiri ever name call big liabilities security risk nigerians,1
"You’re saying this with zero shame. “He saved us again..” 
Animguasefoɔ",1
nigeria evil zoo wonder daughter judge accused stealing brother police also,1
Ok but non of ur family members can spit better bars than @sarkodie Sia mpanyin all u do is to say things that will bring people’s spirit down. Woho fon s3 kelewele ne nkate3,1
marrying rich old boss get money fame every cult leader wants money women starting plan new monotheistic religion like rich successful jews christians maybe get join getting strong enough kill,0
ipob nnamdi kanu accuse facebook check said video,0
press enemy people host meet press christians stupid,0
kano almajiri returnees test positive coronavirus gombe,0
saying nigeria thing happen igbo land people running mouth nonsense one nigeria blaming ipob hating nigeria dies sound braking somebody shop absence rubbery,0
th clone trump still president might wanna get back coma,0
3mmom y3nka na Nzemafo) p3 tw3 dodo,1
hausa fulani victim ipob member e rat ignore,0
future almajiri child kaduna state nfrom streets class nfrom begging bowls books allah ya biya,0
ufuoma chukwu okeke abiama continue blessed protect good works restoration kingdom earth coming new nation biafra long live ipob l,0
You finish the assignment i give you? Read rules. Otweaa!,1
motivating evil buhari kill christians,1
nnamdi kanu dead buried ipob knows grave coalition confirms,1
ipob nnamdi kanu cries police military allegedly invade lawyer residence kill two people,0
atlanta icu beds hey let fill churches easter sunday right ever think people heed call voters going kill voters dem christians wil,0
Nkurasefoɔ. ..animguasefoɔ. ....Nyame be tua mo ka.....no game plan....frɛ frɛ kɔbɔ. ..gyimi saaaa,1
breaking president commiserates chief staff tukur buratai sudden death mother page reducing fake news nigeria,0
especially distressing see christians stupid topic iran syria hezbollah axis responsible terrorism war crimes neighboring countries subjugation persecution indigenous christians mainly assyrians syria iraq,1
almajiri goodluck built schools refused attend abeg let say something else,0
let fake christians kill themself fucks,0
man arrested sharing fake videos buhari marriage female minister,0
el rufai send almajiri back katsina say come reason transported west,0
people anti jewish prefer anti semitic million jews world go countries killing people persecute kill christians,0
want kill shit load christians test faith,0
signing fred friday nacademy graduate kristoffer ajer ngoal frode kippe cup final noverall season nmanager arne erlandsen nindividual player season moryke fofana,0
nigeria zoo found land get luck,1
"Kurasini, this is not how to use the picture.",1
zoo called nigeria falling,1
praying go murder people one mans ego nthis think christians stupid,1
arne duncan president united states refuses read intelligence reports unfortunately lots lots people die nthat reality nthis reality tv show nand enabled placate,0
every pit dug nigeria let fall inside anyone group wishes naija evil evil dwell calling nigeria zoo must caged life lastly god give jobless youth jobs amp innovation seriou,1
This gender? Tweaa. Dem be wicked ankasa.,1
used kill christians homosexuals murderers hate even bc know reconciled god detest practices engage leavi,1
fuck would non religious person kill someone coz dumb enough imaginary friend also worship make sense anyway put kill mentally ill people would kill christians,0
thank lord jesus ngood news,0
practicing almajiri system experience,0
wrong stupid,0
"Wo ho aa nny3 f3, wonitwaasidi",1
love called woke ppl try portray christians wanting kill gays gays much safer christian dominated countries place world,0
u av knowledge u speak concern religion sheu sani statement must attached religion everything ntell north muslims muslims countries region practicing almajiri system think deep amp av sense,0
bible said kill children would also holy spirit also ignoring parts raped virgins sold,1
tithe collectors called expecting return back duty post,1
even looking like sick monkey anywhere since nigeria u zoo u must look behave like monkey,1
maybe trump called anti christian maybe us trying kill christians,1
realize dead ipob trending aso rock empty,1
know ph citizens almost like unguided almajiri north comes respecting obeying rules still think things done large extent within confines democratic view,0
oh man still remember seeing box art gamestop first time years ago going cwait arne,0
divine providence look another person property steal kill call divine providence great way damned nthey christians american christian today,0
country uk xac aiding abetting islamists sponsors like good friend buhari christians contraption called nigeria xac gave,1
nnamdi kanu dead late statement mean nwhich nigeria,0
plethora doctors nigeria must ng fg bring chinese doctors evil want kill nigerians leaders must die god preserve life innocent citizens,1
call country supreme court bought bribed pocketed nigeria zoo every professor doctor lawyer pastor ashamed person nigeria,1
nice one,0
fortunately go school make sure feed cloth u find policies eradicate almajiri even though problem educated people,0
see distributing almajiri like federal allocation thought ban inter state travel nthis people get level finally,0
told birth eaten alive cos south place cannibals reside nthey also told birth kafiri arne amp associated nso kindly understand,0
sorry make excuses boys jokes intimidated kind boys,0
policeman killing arresting ipob members delta nhis name hafiz mohammed inuwa nnumber,1
listen sure going lot good catholics heaven laity pope francis hates christians thinks heretics loves muslims want kill christians,1
say like christians kill jews jews adolf hitler bruh inciting hate orr racism like make understand dnt think thick head like understand,0
mar new article watch cnbc full interview marriott ceo arne sorenson get latest mar related news,0
biafra jubilee ipob reveals prayer plan fasting starts today th st dec,0
newfoundland gander airport taken steps preserve departure lounge furnished charles ray eames robin bush jacques guillon arne jacobsen go,0
Didn’t Ghanaians vote against the other one? Adɛn na moagyimi saa koraaa yi,1
ipob like black mamba rm mnk,0
know fully supporting well known religious ethnic jingoist nthat sheikh whatever openly supported massacres stone throwing,1
Obiaa bia agyimi no 3y3 real    Obaa paa as3 bidei bctc Apuu     Body bawee s3 wele     Ama woni twem,1
mark zuckerberg cabals controlling zoo nigeria janjaweed government want frustrate way nnobody ever stop us fight finish,1
almajiri nend times nisiah,0
endangered nigerians done better time true order delayed waited arrival daughter back nigeria nwhat plan almajiri,0
wonderful zoo nigeria useless,1
Asantefo) ni guy guy dier boiiii,1
hw many years u think use build facilities,0
happening amotekunism restructuring fight bokoharam good lease life nigerians dead buried one nigeria die,0
well two dead folks nigeria apparently followed dr trump orders took double dose,0
Asantefo) ne kwahufo) te ayie p3 na won ab) jack😂😂😂,1
u enjoy almajiri mr product thousand mothers,0
refusing talk us bro scared aware nigerians know fake buhari buhari died long ago handlers,1
going active participatory democracy way know education arne duncan,0
nope,1
oth christians muslims alike stupid across board stupidity,0
nab mastermind buhari fake wedding nw nonline listening portal,0
time age show almajiri school students beg education let go back home enrol schools respective villages simultaneously pursuing islamic education win win,1
shege banza kawai dan iska wawa ubanka biafran zoo citizen nremember biafra land biafra land zoo zoo nigeria zoo nbiafra unification indigenous people,1
I thought you traveling could have done a little transformation but all I see is Obolotui aa nabodwes3 ne koti,1
sent clar message us kill us nunless convert religion nbut remain christians belive faith true nwe christians proud need new defend innocents,1
breaking news nthere massive arrest ipob members going delta state ipob members kidnapped new nigeria police commissioner police delta state,1
angela dead set wedding us michael lawyer says get married nigeria better chance oh lord,0
wait arne thanks,0
called aboki president bah abokis ruling country many years continue way guys anything,0
lol aboki always aboki joke nigerians watching man become president,0
group calls probe dead fishes across niger deltabusiness guardian nigeria news nigeria world news,0
buy nsub ncome take b nthis online almajiri end,0
abokyi with fake smiles? 3ne3 s3 wo s3 kyinkyinga,1
club civilized men morrons hav place u coward prick asshole nabi uwarka da ta sha kwana arne shege dan shegiya fucked mother son bitch,0
working beto good guys guns saved countless lives today would happened good guys would guns would multiple white people dead mean demoncrats want kill white race christians,0
"Sia, always supporting gyimisɛm on this platform.",1
dss nab mastermind buhari fake wedding nthey even said arrested months painstaking investigation clowns,0
almajiri orphans e without parents nsome parents healthy alive children anyone responsibility,0
arne cancer recently,0
el haj diouf craig bellamy john arne riise wayne bridge john terry,0
On top of the averageness doesn’t go down on you.  Eii Awurade w’adi nkwasiasem.,1
come muslims since ad nchristians since nportuguese french english dutch persians mongols failed kill us werent trying try bitch,0
care share money years meeting solution today hear boko haram technically defeated tomorrow hear ipob killing citizens sort nons,0
new wallpaper,0
might fear speaks everything zoo comes standstill obey thankful,1
already philosophically nand already told asking arguments get christian god christians fucking annoying stop acting correct based nothing stupid op,1
contraception ts john arne riise next week,0
talking injustices official marginalization ndigbo governors refused talk,0
death coming zoonigeria vaccine trials voluntarily government decide citizens government tells need know nigeria till date remains zoo,1
islamic cleric zaria aliyu maikwari arrested kaduna state government,0
know sth b u talk almajiri means student,0
Oh me vice president yi anum kasa nyɛ koraa oo.,1
Tweaa that whore of a club? Watch them roll over and take it w/o any resistance,1
called deceived knowing trump assignment hell makes christians look stupid embarrassing,0
oh little faith fear reason christians confidence guns nation god never mind crucifying commit abortion murder name still sin j,0
U're a usel3ss c0w@rd sm3lly NPPIG. Use your br@in 🧠. Aboa bi ba sei🤣🤣. W'agyimi sene wokrom hene,1
thank u sharing,0
broda e go better owu infact owu baskard odion like almajiri see e neck long like say e life remain one bar god grace,0
man sponsoring islamist terrorist kill christians time save christians lives,1
election period almajiri becomes valuable commodity,0
otunba dead nwhat tragedy nnigeria lost good man,0
christians like kill already living criminals sentenced death elderly women dangerous pregnacies pro life unborn creepy,0
jesus taught love enemies like love hindus whose gurus told burn churches kill people suspect eaten cows even rape young girls christians,0
person charge zoo country called nigeria presidency think saying truth please call ask presidency new collective individuals death late abba kyari sadistic soul death nigerian pres,1
christians care unborn babies human beings walk planet commandment thou shalt kill happened love thy neighbor,1
nknitted dollshandmade toys designer wardrobe knitting fun child us b xbb xad b arne amp carlos,0
Pained?? When u walked ur gyimie Self to my page? Wabodam !!,1
clone wars vol iv buhari times different whole level,0
going abuja allocation killing nigeria nnational cake mentality one plague strangling politicians especially blind see restructuring ameliorate dead end nigeria approaching amount fruits gets wasted,0
Well I bet your dog actually own you cos eget sense pass you. U bi jon pass😂😂😂… sia man 🖕🏾,1
charity began home almajiri get moral youths,0
christians always complain persecuted told beat wives amp kids kill lgbt people steal land cheat customers exploit workers discriminate others get asked pay tax,1
listen muslims kill innocent christians deprive women human rights heard write lengthy protestation seems heard name condemn u takes action protect americans,0
many us also supported prescription ipob shitte group naw goes round,0
hmmmm know young guys strong ipob member chatted confirm news leader attacked seen truth never hidden long weldone,0
family guy sexualizes eucharist calls christians stupid via,0
stupid christians,1
unfortunately jews major force creating anti semitic policies bringing millions people want kill voting demise attack christians want save amp western society,0
nigeria zoo every shit goes takes someone answering pastor people critically think know type hope nobody keep child anywhere close unthinkable happens,1
one ipob goat spotted,0
"Wo nso w'abon too much. An intelligent person saying ""rocking shoulders with"" 😂😂",1
teachers without limits determinant abuse torture kill god children christians inconvenient disagreeable disobedient disregard human rights due process law law,0
kid hours book party see last post way white house social teachers across country drbiden arne duncan wanted talk us,0
e let go let goooo e,0
supposed address nation president held accountable anything happen loot money protect fulani herdsmen bokoharam plan evil south,0
protecting osibanjo cost closet bigot nwith claim best education travels almajiri guy street think better far better,0
right black islamists hate christians amp jews want sharia deport monkeys pack imported millions unfortunately stupid european,1
recent email trump also literally said wants people pack churches john points sort thing typically hear movie villain whose plan kill many christians possible thought thing heard,1
define nigeria xac zoo big animal swallow small animal,0
yoruba fulani swallow alive better leave evil evil may leave,1
authorities trying utmost best combat begging almajiri ignorant people promoting digitalizing u hav money instead invest employ people work giving peanuts exactly aim,0
"Don't mind him, opanin Kohwinii, kontomponi, pathological liar of a driver's mate. God is watching your every step😏",1
stupid man get coronavirus kill anyone infected difficult health problems well christians immune,0
one running nigeria without anyone voting president nigeria coup nigerians called zoo fraud,1
someone starts spreading fake news atiku flown rest assured within next hour head nearest tv station debunk news nwhy buhari image makers ask go nta address nigerians clear doubts camera shy,0
gimba say protect presidency exactly protect president hesitate send military kill citizens shiite ipob twat trump forefront leading covick buhari,1
almajiri northern heritage ganduje buhari atiku ibb dangote big names politicians north send son participate heritage,0
cuh uh uh uh satanists kill people okay christians bettie page shoved coat hanger vagina cause jesus cshe crazy yah satanists kill ppl crazy,0
ipob never retrace step,0
If me den my woman get issues I nuh dey come Twitter diss am so sey the world go think sey I be real. Ɛyɛ nkuraasesɛm.,1
yeah whole thing stupid like jewish people privileged christians literally djxjdjd,0
coronavirous going home biafra must come total freedom going home build great nation biafra thro,0
dope,0
thanks excellency proactive steps taken curtailing spread virus government highly commendable need also advise islamic scholars matter urgency close almajiri schools,0
twitter giveaway period exposed many people actual almajiri sha,0
Aboa sake of war. Relax. Proper baller.,1
sexualizes eucharist calls christians stupid via,1
human rights abuses nigeria ipob submits documented evidence united nations mazi nnamdi kanu fthe indigenous people biafra ipob announced submission documented evidence,0
disciple people hammering making christians look stupid calling martyr yes jesus dealt disciples private made errors pointless amp damaging done,0
The reason why the pozo and Apakye collect my girlfriend from me,1
gyal raised pentecostal church girl great grandmother still knows big chunks scripture heart long known insists god doesnt exist prayer stupid amp christians suck blue started saying grace meals,0
dss arrests suspected mastermind buhari fake wedding ministers department state services arrested one kabiru mohammed mastermind photos videos president muhammadu buhari minister humanitarian aff,0
almajiri government,1
Saa akoa no deɛ sɛ wangyae saa gyimisɛm no a erh... Hm,1
dr dalene von delft arne von delft featuring today sabc health talk interview dalene discuss personal tb experience nthey medical doctors co founders tb proof,1
would extremely difficult coexist south especially old northern generation unfortunately poisoning younger northern generations toxic despicable almajiri islamic caliphate mindset may vomit,1
swamp frigging quicksand warm tar get quacks town need clone detection test people surround president,0
want big fish period killed anu wanted kill draco gone need puppet remember muslim putting christians rejected birth,0
trump wants churches full easter think trying kill christians,1
god gave us poisonous life rendered folks ignorant god gave us faeces life preserve christians ignorant god gave us pile shit life god gave us curses whether rich poor god gave us coronavirus kill us god torments persecute us diseases,0
"When A NORTHENER Does, You Blame Ntafo). When A SOUTHERNER does, you blame Wee.",1
said ipob number release orji uzor kanu proved,0
No time deirrr wabon dodo 😹😹😹😹,1
thanks billy,0
abula ado forces join hands kill islamize,0
obviously lab hangar owned delos inc get dnc host clone former vice president created stop progressive movement nhen,0
nigeria dead,1
understand sir system already tampered primary purpose almajiri seek knowledge roaming around streets begging,0
"Ohianiba ashawo u wan pull strings with The Elite, Rich and Powerful. Siabanku! go and sell the toto more to pay up🤣🤣",1
fake advice amp new cases confirmed nigeria fct lagos nas pm th march confirmed cases discharged death nwhy buhari continue hide going back yar adua days,0
Where was Anas when we needed to find who said tweaa?? 😄😄😄😄,1
arne e xbc,0
harsh amp wrong nhowever maybe wants serve deterrent vowed continue transporting people almajiri north south,0
Ɛyaa na gyimi na ɛbi mo agyimi,1
anambra people pity illiterate almajiri aboki kano,0
almajiri happens abacha recovered loot believe even newspapers know location money shared among cabals hold almajiri north want lot issues deal,0
A lot of these ewe girls can't on my tl can't even do this dance. Kasa hunu nkoaa,1
hac hac hac must fake news buhari promised help nigeria ecowas straighten electoral process olosho calling prostitute whore wetin musa go see heaven gate,0
shameless hungry zoo animal claiming biafran keep fooling stupid self cockroach,1
“Napo wabodam!” Captain Smart f!res Dr Matthew Opoku Prempeh for his utterances about Dr Kwame Nkrumah yesterday at his unveiling as the running mate for Dr Bawumia. Captain vex this morning o herh,1
fave arne,0
christians also kill world would abandon culture us friend africans asians arabs britons norwegians,1
"It’s always Alatafuo coming for how “dark” someone is. Such childish, ignorant mindsets.",1
dss arrests alleged mastermind viral video buhari fake marriage two ministers,0
Saa akoa ɔnom wee foo a na to ne gyimisɛm,1
dead ass fighting country deport nigeria xbd,0
extra gift arne,0
breaking dss arrests alleged originator buhari fake marriage two ministers,0
exploration colour original colour series narne jacobsen danish designer behind vola taps first created knew material colour power design define whole atmosphere,0
really expected enrolled children one almajiri schools since loves supported,0
achieve divisive mission twitter act rant ipob said worst declare republic nobody cares,0
trump drug suggestion killed one person killed people sickened others american dead wife sick plus people nigeria nthat know,0
fellowship opportunities researchers lmics work field read photo arne hoel,0
charge called rising eminence,1
akoa wei nso cp3 gyimie o😂😂😂 ab3nkwan usa twitter,1
trump looking fill churches easter sunday likely kill thousands christians evangelical way hastening second coming knew would gentile time,0
christians kill muslims gov would ban christianity country call us terrorists hate cult kill us christian country,1
way stop religious killings killings christians british created zoo called nigeria return people homogeneous ways life britain came compliment season,1
best way deji adeyanju felt right fight called fake news buhari ask rock also lie buhari addressing nation today,0
oh thank much kindness c e knitting one favourite things love field guide knitted birds handmade projects liven roost arne amp carlos,0
certified beggars impunity four frames nentirely devoid common sense almajiri boys roaming streets honorable cooperate amp shameless beggars number children responsible parenting,0
smart ppl c xbc c xbcplease attempt dull got dead brain xaa xaa happy sunday happy mothers day dance xbb xba xbe e e,0
mean xad,0
"Derr norr forefathers....ei Ayigbefo)! ""@ab_asante: calling ma forefathers 4 help RT @KBDanquah: pushes u inside and seals it",1
telling someone try jesus christ offensive rant berate belittle media pushes christian values constantly makes christians look stupid holier thou thei,0
joke nigeria really becoming zoo,1
except break every commandment christians believe except thou shall kill,0
"Alatafuo Chi Chinga, abiara na 3y3 (owor) Snake 3nam",1
nprayers kaduna nigeria breaking news hostage boko haram kill millions ng christians end genocide,0
ipob leave villa carrying official duties dedication zeal nya worry yeye guy last time checked said dead wassup ipob,0
please stop reinforcing stereotype christians stupid,0
launching edited volume silver linings clouds art science ed dolly j rgensen finn arne j rgensen museumsforlaget conjunction stavanger art museum cin clouds exhibition runs march sept,0
good time almajiri around country,0
also potential world leader seriously loading leader world wide,0
imagine ipob half deadly called cbandits sure whole south east would leveled ground kill maim dissidents se beg pacify terrorists north country,1
aso rock empty behold new president federal republic zoo,1
