"id","tweet","label"
"train_twi_00052","Kwasia my mother and father no dey brag dat they bought lambo and it’ll drop August kwasia kwa! Wonitwasidi gyimi gyimi…… Sark no reach cry siakwa","Abuse"
"train_twi_00053","Girl wei ankasa bayie ha no","Abuse"
"train_twi_00054","Maame Ah ɔmpɛ adwareɛ deɛ anka me pɛ sɛ me yɛ agyanka mmom","Abuse"
"train_twi_00055","And I've trained my dogs to keep eating wo maame tw3 till she bleeds. I've been indoctrinated to see that wo papa y3 kwasea ky3n wo mahama no. Aboa ba. Wanim tantan s3 laudina mahama tw3. Wanum kankan s3 Nima gutter. Adwee ba. Ofui. Wanim s3 nantwie bini. Gyimi gyimi","Abuse"
"train_twi_00056","You see the gyimisɛm some","Abuse"
"train_twi_00057","See da fool wey dey call somebody a fool 😂 😝  Shatta ain’t ur mate wati  He get song give every situation wabodam 😝😂❤️","Abuse"
"train_twi_00058","Ashawonii bi kyɛn wo? Tuutuunii sansanii bɛɛma","Abuse"
"train_twi_00059","Chale boy ne ho nny3 f3 koraa","Abuse"
"train_twi_00060","Wo bisa me gyimisɛm","Abuse"
"train_twi_00061","Wagyimi nti let me block you","Abuse"
"train_twi_00062","Give the phone to the one typing, tell him to come hard.. u are slacking bro. Mmoa asifuc. Moho fiiiii, nkwasiafuc, mpreko, ndwii, wenim sheeeen s33 55 cup. Kwasia kwa. Read it and reply me , that's ur punishment. Rent free , wonitswaaasidi twem 😭 ","Abuse"
"train_twi_00063","Tuutuu for prostitute Ashawo is derived from ashewo (Yuroba) ","Abuse"
"train_twi_00064","Ebi kurasini s3 s3n,why u too u nor flush am #Hehehehe","Abuse"
"train_twi_00065","Kramoni na wodi ashawo sei","Abuse"
"train_twi_00066","All the krobea remains supreme boys who were mocking me and saying I should go back n support petrocub, I have a new team and it is called Spartanii Sportul.. You will bleed for 3 next years with Kontomponi Afer3 Hene Nana Apinkrah as your Executive board chairman..same old","Abuse"
"train_twi_00067","Loool..I grew immune to those tikelenkele jokes way back in primary""","Abuse"
"train_twi_00068","Shatta wale Dey influence your dressing 😂😂😂 Siato","Abuse"
"train_twi_00069","Papa nu w'asa o. Herh😂😂😂 Ball fonn sei","Abuse"
"train_twi_00070","Oh Akɔkwaa aa ɔbu Oman nti atɔ no nɛ nsɛmkwaa ɛnɛ bɔhyɛ hunu...","Abuse"
"train_twi_00071","Lmaooooo Dennis eh, wagyimi forken!!","Abuse"
"train_twi_00072","Aboa mey3 Abdul Salam?","Abuse"
"train_twi_00073","Girl: question 9 no yɛ deɛn ?
Me: mennim answer no oo
Girl: wonso wo ti awu papa question 1 to 9 wonnim baako koraa","Abuse"
"train_twi_00074","That's why I will be a kwasia cause mma p3 nkwasiafoc😭","Abuse"
"train_twi_00075","Na Nana Ama de3 )ny3 nipa??","Abuse"
"train_twi_00076","Oh, ka na ka biom. The way edey bore me eerrr. Kwasea s3 efie ne fie. If it's not good cone eerrr. Anantwie🐄","Abuse"
"train_twi_00077","Sɛ ɛnyɛ nsɛm foo ne gyimisɛm in this country anka should this  not be a mandatory course in first year?","Abuse"
"train_twi_00078","Vice presidential candidate anum kankan 😂😂","Abuse"
"train_twi_00079","Fine boy na wenum kasa nyɛ saa no?😂😂😂","Abuse"
"train_twi_00080","So if their job is risky does that mean the tricksters should swindle them?, Suffolk addo kohwini","Abuse"
"train_twi_00081","Kudus win your mother and your father http://kwasiaba.You sit in your home and write nonsense,trash,shit.He can buy all your family members and feed you like his dog kramanba","Abuse"
"train_twi_00082","We've been using charcoal and the head of the plantain peel to clean our teeth for years. It was described as ""nkuraasesɛm"". Today we have Pepsodent charcoal and other charcoal-based tooth paste.","Abuse"
"train_twi_00083","She's preetttttyyy, sensible sometimes, mostly foolish, desired by many, she's soft, wabon , who is she? She's Emmanuella Appiah","Abuse"
"train_twi_00084","Menim s3 Nkwasiasem sei wo Nkran anka me bey3 d3n waha... That's the pain people go through on this planet 💔💔💔","Abuse"
"train_twi_00085","akoayi ho nny3 f3 kakra da","Abuse"
"train_twi_00086","These people can never be trusted. Wow! Even in their stock in trade, which is lies, they still contradict themselves. Tweaa!","Abuse"
"train_twi_00087","Rides in a mini bus, will he still rides in a mini bus after becoming president, hmmm azaa nkoaa","Abuse"
"train_twi_00088","@NAkufoAddo  so is what you and your people are doing to us right? Your government and sasabonsam no difference","Abuse"
"train_twi_00089","Ne kwasia ne n3nim chickenpox bi..as3 sasabonsam","Abuse"
"train_twi_00090","wagyimi dodo ah RT @chynadtw3mometa: Oh Solja?...""tailorMARIQUE: God save Chyna na akoa no agyimi dodo""","Abuse"
"train_twi_00091","Nkranfo)   ne akwadwor)..","Hate"
"train_twi_00092","Animguasefoɔ! This FA deɛ any tournament we go disgrace nkoaa!, Adɛn?","Abuse"
"train_twi_00093","Vice president for the where? Apuutooor!!!!!","Abuse"
"train_twi_00094","Nipa baako woy3 Obolo, wo brcfo ny3, If you shit you no dey flush wo sanso kc UPSA ah nti y3ny3 wo de3n ni?😂","Abuse"
"train_twi_00095","he said mo ne ndc ayigbefoɔ nyinaa yɛ mmoa","Hate"
"train_twi_00096","Them say Madrid open the roof o wabodam!!🤣🤣🤣","Abuse"
"train_twi_00097","I was a proud member of the NPP but a president that is interested in Cathedral but not factories,Cathedral but not schools buildings de3 gyimii nkoaa …NPP NDC ABODAMFO) nkoaa ..2024 no vote","Abuse"
"train_twi_00098","In a top club..the best way to motivate is to foster healthy competition for places. You think your nicotine breath-filled speeches and directions can change a Willian or Alonso?! Lool.  You know how many years they’ve been shit?! You must be joking! W’anum kraa san bɔn ka ho!","Abuse"
"train_twi_00099","Obolo tui en anklet be necklace(choker) give atialege 😘","Hate"
"train_twi_00100","Don’t we have companies in ghana you guys talk anyhow as if your doctorate y3 di taale woho gyimie saah","Abuse"
"train_twi_00101","Man is practically hanging in his shirt . 3k)m na 3b3ku no aboafunu","Abuse"
"train_twi_00102","The problem with Africa is that, if they say nobody should go out, Everybody will go out to see if nobody has gone out..Koo bibinii 😁
#StayAtHomeGh","Hate"
"train_twi_00103","Healthy Kwasia No You dey Talk about Jooorrrddd issokay Abarb abarb😂","Abuse"
"train_twi_00104","Ma wo Maame ne wo papa ntɔ bi mma wo na twi bi na posti bi. Dabiara mo wɔ gyimisɛm bi ka fa Sark ho, adɛn? 
Aboa bi a woabɛ pue nipa mu.... kwasia sɛm akwaa kwa","Abuse"
"train_twi_00105","Ɔbaa fɛfɛɛfɛ na ɔka gyimisɛm saa no? Tweakai","Abuse"
"train_twi_00106","Ghanafo) ne kasa hunu!","Abuse"
"train_twi_00107","Nkwasia line sei","Abuse"
"train_twi_00108","Ahh e be Cleland she dey talk say ""ne hu nny3 f3 no"" 
Eeii see some ohiani stubborn proud vibe ooo 🤣🤣🤣🤣🤣","Abuse"
"train_twi_00109","This Akyimfo boy too no go bed.","Hate"
"train_twi_00110","Accra Sports Stadium this or Military camp?😫 I blame Apakye Gangsta for the misfortune!!","Abuse"
"train_twi_00111","You never know say you fool?? When you get food chop then you start dey make your tikelenkele(big head) dey fool you.  So naah you go slap some girl for Big brother Africa wey them evict you... Aboa ba!! Foolish man ","Abuse"
"train_twi_00112","The cum your oloshi favs was begging for🤣🤣🤣 tuutuu nii baaa🤣🤣🤣","Abuse"
"train_twi_00113","Mediocrity is for Kabutey and fearo is for the Tugyimi fans 😅","Abuse"
"train_twi_00114","Their foolishness won't work... gyimisɛm nkoaaaa","Abuse"
"train_twi_00115","Which deity? Ayigbefoɔ ne abosomsɛm","Hate"
"train_twi_00116","Gyimisɛm saaa, when are we ever going to be serious?","Abuse"
"train_twi_00117","3tuo ato!!!!! Abokyi ho aka!!!","Normal"
"train_twi_00118","Wagyimi na wob3kc ‘ascre’ ama y3 akc dware wo aa 3nny3 obiaa asem oo.
My brother leave them!","Abuse"
"train_twi_00119","With Odoootei, Akambi and Agya Nyansa at the helm, even Florentino Perez will fail as CEO at hearts of oak. Tete neɛma nkoaa. Animguasefoɔ","Abuse"
"train_twi_00120","that’s the end for wotiriso  mmoa","Abuse"
"train_twi_00121","Alatafuo Jollof... Wormu di emo Kesi3 no na wormu di nwaa","Hate"
"train_twi_00122","I know you’ll start tweeting your nsem hunu again, so no yawa","Abuse"
"train_twi_00123","Moagyimi o ei moagyimi paa","Abuse"
"train_twi_00124","Nkuraasesɛm saa a na yawu kɔ....lol","Abuse"
"train_twi_00125","Herrrr I nearly wasted my vote, akoa yi agyimi.. I thought you had sense, u de3 don't dey ur lane be here doing counter attacks on mahama, I've taken ur vote and given to mahama cos wonnim nyansa","Abuse"
"train_twi_00126","Panyin toto aa n'adwene ketekete sei","Abuse"
"train_twi_00127","Wo y3 fonnn paaa! Fa wo nkwasias3m soorhor! Erica tuutuu nii baa!!","Abuse"
"train_twi_00128","You people like sugar-coating things too much. If it's nkuraasesɛm, she shouldn't say? Hoh","Abuse"
"train_twi_00129","Nyame betua motromodwo nii biaaa ka. Today you this!","Abuse"
"train_twi_00130","Your man said no , mep3 Obaa bawee no 🤣","Abuse"
"train_twi_00131","Moagyimi too much. The comment section🤮","Abuse"
"train_twi_00132","Herrr w'abɔ dam
Herr wo yare
Herr woreso daeɛ
Herr te w'ani.","Abuse"
"train_twi_00133","Where are the pallbearers? Abokyi Awu😹😹🙈","Abuse"
"train_twi_00134","Fior you dey lie. Lair. Where is all over the country? Kohwini ","Abuse"
"train_twi_00135","Didn’t Ghanaians vote against the other one? Adɛn na moagyimi saa koraaa yi","Abuse"
"train_twi_00136","“opanin a wanyini, ne dee wako Serem aba, ne dee wako Aburokyire aba, won ne atorofo a wow man mu.”","Abuse"
"train_twi_00137","Aboafunu te s3wo, w'abusua koraaa te Ghana ha 3sei nframa kwa, wogyimi aaa 3ni awie3, who told you he doesn't possess a license, w'adwene mu ha ha ha s3 paper, kuraseni gyimifour ","Abuse"
"train_twi_00138","Woho fon paaa wai","Abuse"
"train_twi_00139","Ronaldo fans ne gyimie de3🤣🤣 so when you people go learn","Abuse"
"train_twi_00140","Bragging bragging bragging every day mtweeeeeeew atorofo","Abuse"
"train_twi_00141","W'anum bɛ bɔn deɛ anka ma wo ho ɛnyɛ tan","Abuse"
"train_twi_00142","Who created Tugyimi rice?😂😂😂😂","Abuse"
"train_twi_00143","Wat happend to the guys that ntafo in the party and went to hosp — I have no idea","Normal"
"train_twi_00144","Wetin bet tax get do with Christianity??? 
Gyimie nkoaaaaa, I first presumed people with big heads have good thinking space but I have seen the signs and won't wait for symptoms..","Abuse"
"train_twi_00145","Apakye wei p3 kwaseas3m","Abuse"
"train_twi_00146","Maame Wo ho nny3 f3","Abuse"
"train_twi_00147","W'anum kankan s3 b)nka. Gyimi gyimii"" ","Abuse"
"train_twi_00148","Hmm rizz wei de3 rizz tugyimi, “in Amerado’s voice” ","Abuse"
"train_twi_00149","Your friends will be gossiping about you and the moment you appear from nowhere “Ei nipa ne nedin” nipa ne wotiriso ne wapampa so 👍🏽😏","Abuse"
"train_twi_00150","sɛ wayɛ adwuma aa wonhia tracker biaa your sponsored media will even let us know but daabi you've written a big budget just to share among yourselves. Animguasefoɔ","Abuse"
"train_twi_00151","U for shaun dey fool then play some better ball. Gyae gyimie no","Abuse"
"train_twi_00152","Nzemani aboaaRT @Woboa_kraa: Big_blakk_niqqa kwasia ayigbe man...","Hate"
"train_twi_00153","Woho fon 😂😂😂😂","Abuse"
"train_twi_00154","Yam & Choffi is available to bu From iTunes........ Kurasini Is On The Grind","Abuse"
"train_twi_00155","Woho fon s3 home use😂","Abuse"
"train_twi_00156","See her face like some Cat....Dimi3 Nkwasiasem them dey talk if u Give them a platform . Waaa sh333 she is even confused...","Abuse"
"train_twi_00157","She Be Kurasini.","Abuse"
"train_twi_00158","See the way I'm happy in my head Otweaa😂😂😂","Abuse"
"train_twi_00159","I am blessed listening to the kids sing a capella just blew me! Its one of those days which will remain with me forever! #kurasini CH","Abuse"
"train_twi_00160","Tweaa nonfa what did blacko do on the song ","Abuse"
"train_twi_00161","See mpena tweee ankasa 3y3 nkwasiasem 95% 🤣🤣🤣","Abuse"
"train_twi_00162","Mmoa mo kɔ didi mo wie a nato mo ne gyimisɛm wɔ app wei so. Mo ho fii","Abuse"
"train_twi_00163","Yedee, the Granada old man make  Rodrygo turn apakye 😭😭😭😂😂💔","Abuse"
"train_twi_00164","Ne ti sɛ kɔntoa😂😂😂","Abuse"
"train_twi_00165","Local landlord😂😂😂Tugyimi fans always Dey overhype en mediocre raps
😂😂😂😂","Abuse"
"train_twi_00166","Wode3 keka nsem hunu saaa wai 😂😂😭","Abuse"
"train_twi_00167","HERH Ayigbefo) no h'adwen... LMAOOOOOOOO","Hate"
"train_twi_00168","Deɛ monim ara ni. Animguasefoɔ. .... mopɛ bra bi mmɔ 😃😃😃.  But like seriously, your coach has no BALL thou saith Arthur 🤣🤣","Abuse"
"train_twi_00169","I didn't say club na wagyimi dodo, siato. The phrase is “NIGHT” and how do you define that.. Why don't call it a Day club instead of night club? You be paa Waakye 😂😂 ","Abuse"
"train_twi_00170","Na mo moagyimi anaa?","Abuse"
"train_twi_00171","This Apakye is back to finish kraaaaa! 😂😂😂😂😂😂😂","Hate"
"train_twi_00172","Hw3 na no. Akoa yi ho nny3 f3.","Abuse"
"train_twi_00173","Y'all tweet like a bunch of depressed sadists. Sark fans are also the reason he's got maximum love from abroad. Nkuraasesɛm.","Abuse"
"train_twi_00174","Then the NDC  are smart because they didn’t destroy any hospital. Npp mpreko 😂","Hate"
"train_twi_00175","The leaders be our problem o Herh!  )mo ye mpreko paaa","Abuse"
"train_twi_00176","Niggaz be blushing just cos a fine girl told em they are ''soo silly'' in a sweet voice. Wagyimi paaa. I never said I wasnt included oo","Abuse"
"train_twi_00177","Ghanaian men are cancelled 😭. I have heard too much nkwasiasem this week about yall.","Abuse"
"train_twi_00178","Motromodwo … This Koo Kusi nigga figured how to work it out  *insert clip of Koo Kusi working out* 🤣🔥🔥🔥🔥🔥","Abuse"
"train_twi_00179","The support KalyJay has been giving to Sarkodie since He join tl Black Sherif no get 3% sef buh koo bibinii dey envy 😤","Hate"
"train_twi_00180","Yɛnfa ndi mo, sɛ mose moagyimi","Abuse"
"train_twi_00181","Someone is trying hard to highlight the unfair data prices in the country..if you can't support the course the least you can do is to shut up...na wagyimi dodo ","Abuse"
"train_twi_00182","From the bottom of my heart, wo nnim nyansa","Abuse"
"train_twi_00183","Nkwasia Kasa Saaa Na Ɛdeɛ Akye. Krɔno Kankan Nti Panin Paa Bue N'ano A, Na N'anum Kasa Ayɛ Bini.","Abuse"
"train_twi_00184","This is the most kurasini coach on the planet. Silas Tetteh koraa won't do this. Coach yi y3 aboa adanko.” He begs","Abuse"
"train_twi_00185","Adwuma fon paaa lipool so like that nno😂😂😂","Abuse"
"train_twi_00186","Ah I figa you dey come talk men sef, females?  Senior man nu w’agyimi anaa? Aden wo nua baa nan so anaa?","Abuse"
"train_twi_00187","Ofuiii do you even remember Atta Mills? fa wo gyimie fre hu ko","Abuse"
"train_twi_00188","Edey bore me ehn.
My chairman make sad sakeof that... Like he no get admission it dey make he make basaa... Ɛdeɛn nkuraasesɛm no no","Abuse"
"train_twi_00189","Cabum said he no dey want obaa a ne tu bawee s3 Ghana economy.. He wasn't lying. The economy make hard ankasa😂😂 Tune in #DrDuffuorSpeaks on GhOne now.","Abuse"
"train_twi_00190","Me: Gyae nkwasiasem no! Firi me phone no so!","Abuse"
"train_twi_00191","There's no way that drunk will do what they're asking him to do. Kowensani biaa nf3re ade3.","Abuse"
"train_twi_00192","Frank ebi video wanum kasa nyɛ nti obiara ablocki wo","Abuse"
"train_twi_00193","Anka me hu y3 Yi, ibi you feminist go show her love since she be woman. Moagyimi nti. Stupid low life women","Abuse"
"train_twi_00194","😂😂😂😂 s3 mo si moagyimi aaa you will defend saaa .... Foolish party","Abuse"
"train_twi_00195","Saa gyimie kasa no gyae wai 😏","Abuse"
"train_twi_00196","Wo ti awu dread","Abuse"
"train_twi_00197","Is this the ""from taxation to production""? We've shifted from taxation to more taxation & now we find ourselves in a cycle of increasing taxation. These clueless individuals clearly had no plans to transform Ghana into a productive nation but rather to tax us into poverty. Ndwan","Abuse"
"train_twi_00198","Aboa Gyimifuor Kurasini....see ein mouth","Abuse"
"train_twi_00199","Ei Koo bibinii 😂😂😂","Hate"
"train_twi_00200","Some Apparently Some VVIPS Choped The Voting Money 😂😂 Thats Why They Came Second 😂 Herr Nipa Ny3 ooo 😂","Abuse"
"train_twi_00201","Jimmi saaa where he say Ashanti’s are thieves this ur tribal politics won’t work this time Siato Panintoto","Abuse"
"train_twi_00202","Paapa y3 guy👌🏽, ne nim as3 tugyimi rice😂😂","Abuse"
"train_twi_00203","The music is for US! If anybody else enjoys it, that’s a plus. Nsem hunu saaa","Abuse"
"train_twi_00204","$500 dollars can buy an entire family in Ghana  I side with her  Wotiri so wai","Abuse"
"train_twi_00205","Obaa na way3 bawee s3 nwuramunam ya ho","Abuse"
"train_twi_00206","we see new things every day ,e be today wey I see say them get sharwarma ein tugyimi for there","Abuse"
"train_twi_00207","Wabon papa 🤣😂🤣😂. Heeerrrrrr you head die... No wonder you drop out of school cos na this head dierrr 🤣 ","Abuse"
"train_twi_00208","kurasini, when is that student visa expiring? ","Abuse"
"train_twi_00209","Tuutuu yei baagbe gbɔmɔ.Something must surely a man. 😃😃😃","Abuse"
"train_twi_00210","you think this is filter? chale wanim nny3 f3 anaa😂😂","Abuse"
"train_twi_00211","Ronaldo fan dey lose Argument wey  he vex talk “ Wo ti Awu ” to the Messi fan Now them say make he show his GPA and Wassce certificate as proof . Emake serious for here","Abuse"
"train_twi_00212","You’re just an animal..wagyimi so much..i know Gunshot just like i know everybody who lives at UGC so why will i just talk ill about him if nothing like that is happening..ɛyaa na mo nom bi yɛ mmoa dodo ..aahh!","Abuse"
"train_twi_00213","This one will do aaaaaaaa people will begin to in§ults we the Obolo tui people😤","Hate"
"train_twi_00214","Wo yɛ animguasefoɔ paa!!!","Abuse"
"train_twi_00215","Wo y3 oman panyin na oman no mu ay3 dene na wo se edey beee kurkur edey beee kurkur aaa wagyimi... evangelist..","Abuse"
"train_twi_00216","Have in mind I walked through the rain from the Uni to Sams..and wu ha me..wagyimi paa.","Abuse"
"train_twi_00217","Here we go again, twitter warriors won't vote but will slander da outcome of the awards.. Nkuraasesɛm sei.. Kudos Lady Diana","Abuse"
"train_twi_00218","U're a usel3ss c0w@rd sm3lly NPPIG. Use your br@in 🧠. Aboa bi ba sei🤣🤣. W'agyimi sene wokrom hene ","Abuse"
"train_twi_00219","Monka nkyere Stupid Mahama se oye kwasia,  en3 entia, ononi han na wabedidi akyimfo atem?.  Enye ninsa na odi titi nito bin? Agro beso a efi anopa, 4 yrs obaa y3no, sika na ob3dii y3. Na odi bi si edan wo emaa to.   ","Abuse"
"train_twi_00220","Nipan mu aboaa. Wo kwasia. Santehene no get time give that kwansanpayin dog. Wo ho fi biom.","Abuse"
"train_twi_00221","I’m talking about present tense not future tense na wabon dodo","Abuse"
"train_twi_00222","knowing govt appointees even before they are appointed is no news. Some1 leaked info of the appointees to them and they decide to add lies. Once they know the appointees, they write some false scandals attached to the person's name to make the govt unpopular  Ndc 3y3 azaa nkoaa😂","Hate"
"train_twi_00223","The thing go you, you dey blend languages all. Lmao😂 Should I say your stupid mother will judge him properly? Answer me. Kramanba😂","Abuse"
"train_twi_00224","Fa wo kwasiasem fri ha k) na moagyimi too much","Abuse"
"train_twi_00225","He they talk too much… Epl pundits ne kasa hunu nkoa😏","Abuse"
"train_twi_00226","Gyimie teachings b3n nso nie? 😂","Abuse"
"train_twi_00227","Macho sef chop ..... na wu atialege 😂","Hate"
"train_twi_00228","The commentator is asking if the men’s team can get inspired by the kids 😭😭😭moyɛ animguasefoɔ paa 
@ManUtd","Abuse"
"train_twi_00229","Adwee ba. What is political about what he said? Or you don't understand twi?","Abuse"
"train_twi_00230","Politics have given nonentities who have achieved nothing in their lives to have the effrontery to attack our revered traditional institutions. Such NANSIS & STUP*D*T*. Nsɛmhunu ne gyimisɛm nkoaa na NDCfoɔ ɛyɛ. NO policies, just nkwaseasɛm keka nkoaa.","Hate"
"train_twi_00231","Nkwasiasem nti Abrɔ, bayie, prɔyɛ ne kɛtɛase hyɛ nti","Abuse"
"train_twi_00232","Gyimie saaaa. Wei wo si me girl.","Abuse"
"train_twi_00233","Sei aa na mokaa ""six me lead you"" Atorofo😂😂😂","Abuse"
"train_twi_00234","Wo oluman wei w’anum kasa nyɛ","Abuse"
"train_twi_00235","Babiaa me fri no boy no dey get this far.
Se wo nya 22 na wo ny33 kowensani a u for thank ur God.Me hw3 no dii then I said no to that. Cont.","Abuse"
"train_twi_00236","@Real_Khady 🤣🤣🤣🤣 instead of voting you were here trashing liema otweaa","Abuse"
"train_twi_00237","Woho fon wai. Records tantan sei","Abuse"
"train_twi_00238","Song be kurasini pass. Kai","Abuse"
"train_twi_00239","Siaaa kwa wo di Ghana 2 cedis kctc iPhone 12 na Nokia 3310 koraa y3 s3n","Abuse"
"train_twi_00240","smalling is so foolish, the ref should have given him a straight red for that first incident. ah wagyimi paah.”","Abuse"
"train_twi_00241","Your idea of love is who has to pay the bills or when cheating is allowed, who should cook and who puts their foot down. Kurasini.","Abuse"
