text,label
enti mongyae gyimii no [ emoji ] animgu @ @ asefoɔ ! ! [ emuji ] it took about 6clubs to go out before you got to [ en : [EN:the] ] top [ en : [EN:but] ] you wont keep mute,1
leader relen@@ tless ipob working,0
mf posed as a lady [ en : [EN:and] ] tried to steal my account yast @ @ erday [ en : [EN:but] ] onim s3 me i 'm way ahead of my time . alatafuo yi paaa🤣🤣🤣,1
allah lucifer mohammed pedo@@ phile wives children book muslim med student looking allah finding jesus enlig@@ htened teach babies kill jews chris@@ tians period,1
nothing save nigeria disinte@@ gration nigeria dead buried nigeria expired nigeria [EN:must] divided nothing save,1
church members armed ready kill mzansi chris@@ tians [EN:would] prayed shooter say god revenge,1
lol thats cuz mad chris@@ tians stealing ideology turning story calling heathens beliefs stopped nothing kill em [EN:take] women children gold,0
monkeys waiting join ipob nonsense go fight,0
new decade,0
nige@@ rians wanting every polit@@ ician infected dead scary reality effect buffoons leaders go abroad [EN:leave] us suffer alone together build nigeria said wicked selfish lot nwell let god done,0
vent anger anyone trying bring fulani military land ipob,1
innocent jewish biafrans passing hands zoo nigeria soldiers,1
which lagacy [ emoji ] opanyin kohwini sansani [ emoji ] u just woke up anaa let me [ en : [EN:look] ] [ en : [EN:for] ] my voters id kuraa,1
[EN:need] excep@@ tional example pres@@ ident amp ceo message times unprec@@ edented economic crisis impact caused suggest [EN:see] hear mr arne sorenson addre@@ ssing marriott intern,0
you [ en : [EN:are] ] pained awwwwwww gyimie,1
nigeria jail good dead still go suffer kiss snake peace,0
imagine [EN:this] guy is your neighb@@ orhood abokyi . he [EN:will] ruin it [EN:for] ever@@ ybody !,1
example almajiri schools aban@@ doned across northern nigeria gove@@ rnors,0
pls amnesty talk nigeria gove@@ rnors almajiri right life every nigeria,0
one running nigaria without anyone voting pres @ @ ident nigeria coup nige @ @ rians called zoo fraud,1
fake buhari [EN:luuk] @ @ alike waves hands cover palm print fraud,1
aii [EN:see],0
"you paopla [ en : [EN:know] ] no shame , right ... animgu @ @ asefoɔ !",1
country men kill rape lynch torture muslims dalits chris@@ tians sikhs [EN:call] others terr@@ orist nwell kashmir already given enough slee@@ pless nights [EN:come] nrest country run terro@@ rists involved,1
rss distr@@ ibute muslims chris@@ tians sikhs commu@@ nities everyone [EN:know] hatre@@ dness btw rioters kill people [EN:make] charity humane,0
kurasini . because i said goals it [EN:has] to be two people ? [ emoji ],1
abodamfo nkwaaa,1
"[EN:see] who is there snapping shatta wale 🤣 [ emoji ] you do ur 3tir3 [ emoji ] ‍🦲like pokuase inter@@ change , 3na gyimiee naaa ! ! ! now de3 you turn phonog@@ rapher [EN:for] london dey cot shatta wale ! if abi shatta wale paa , wey you near me , [EN:like] a go just slap you [EN:and] sack you . siaaa kwa !",1
perso@@ nally first time [EN:come] across arne sorenson however id run many walls [EN:work] guy [EN:like],0
woho kankan s3 5kunk . im ' a kyer3 wo nyansa an ) pa yi . woho fin ``,1
chris @ @ tians back trump happened comma @ @ ndment cthou [ en : [EN:shall] ] kill c,1
already chris @ @ tians choosing put asterisk whole though shalt kill thing exhi @ @ bited flexi @ @ bility comes homose @ @ xuality heck even abortion even damn book,1
nknitted dollsh@@ andmade toys designer wardrobe knitting fun child us b xbb xad b arne amp carlos,0
help almajiri today,0
lol ashley knitter loves podcasts mostly fruity knitting amp arne amp carlos atm recently pulled fairisle sweater finish,0
google search celf ipob [EN:get] view saying nsince reason ijae groups sending press confe@@ rences denying biafra perhaps [EN:know] some@@ thing p,0
cant even [EN:see] dudes tweets hid [EN:like] seri@@ ously bruh theyd rather cry game social media rather either [EN:try] improve skill play diff@@ erent game compl@@ etely gu,0
let remain region almajiri proud north foot soldier [EN:use] census,0
bene@@ fited almajiri popul@@ ation espec@@ ially kano keeps giving unveri@@ fiable figures [EN:take] care people made dumbest set people govern,0
guy plain stupid saying knows gop elect@@ orate ignorant enough believe blasp@@ hemous compare suff@@ ering man,0
me kor alatafuo pardy ; mi ko jna ho na y3 m3 neem sey ti s3 omu y3 peasants [ emoji ],1
happen zoo republic called nigeria,1
sch children abi almajiri northern children whenever hear one nigeria [EN:know] scam northern nigeria rest rubbish,0
[EN:like] [EN:leave] alone idgaf stupid cult obvs chris@@ tians [EN:know] shut,0
[ en : [EN:the] ] comme @ @ ntator is asking if [ en : [EN:the] ] men ’ s team [ en : [EN:can] ] [ en : [EN:gat] ] inspired by [ en : [EN:the] ] kids [ emoji ] moyɛ animgu @ @ asefoɔ paa [ user ],1
how do you cook [EN:for] 200 hours in less days . some country dey [EN:use] 70 hours a day or what ? wabon ky3n kako,1
appo@@ inted chief [EN:call],1
[EN:but] when you [EN:are] tag [EN:with] `` otorofo '' you [EN:are] telling me it 's not a name tag errr ? eeei b ) k ) ) de3,1
dauda younger brother mallam mamman daura desc@@ ribed one stro@@ ngest influ@@ ences buhari adminis@@ tration nbuhari nephew alhaji mutari dauda dead,0
economic benefits advan@@ tages almajiri program better educated jobs provided,0
guy posted fake news [EN:know] nija pple [EN:want] hear already asking buhari address live chai pple plenty laughter,0
when alatafuo si they 're light skinned -_-,1
holo@@ caust consp@@ iracy theorist nshe question stated doubted hitler existed muslims jews engin@@ eered holo@@ caust kill chris@@ tians word looking wack@@ aroon,0
almajiri still holding plate day one nursed plate hard knocks life eat gabbage left@@ overs kid hungry stomach [EN:could] [EN:take] upon help children,0
good agree ran coward kwanu ran b running always claims dead alive fool abundant fools follow u dont [EN:know] flogging whole,0
almajiri alle@@ gedly covid patient forced unpro@@ tected ncdc staff ambu@@ lance,0
arne mad dad saying monyet [EN:like] mean thing universe everyone world sayin b word easily,0
nigeria read thread [EN:give] self brain nexactly one month yest@@ erday italy recorded first case dead,0
nah brai@@ nless maga cchri@@ stians cgod given rights carry weapons mass destr@@ uction itching kill people yo,0
[ en : [EN:must] ] people yet [ en : [EN:come] ] agre @ @ ement nigeriaa dead trap,1
define nigeria xac zoo big animal swallow small animal,0
nigeriaa zoo dead planet,1
abi imagine urself birthed tradi@@ tional hausa islamic hausa fulani family nand u destined become almajiri parents due reli@@ gious tradi@@ tional believes eh nna joke,0
darkest moments stars shine brig@@ htest profile leade@@ rship unprec@@ edented moment defin@@ itely worth watching arne sorenson message team members cbe honest clear trans@@ parent,0
[ en : [EN:this] ] afcun is a clear example of one goal project . koo bibinii doesn ’ t play over 1.5,1
[EN:want],0
saraki boy pdpigs nature,1
almajiri included plus ncdc release far,0
almajiri problem planty anyhow,1
even new thing nigeria already zoo said man succ @ @ eeded risking lives millions nigerian nthere cases senate members refusing tested arrived nigaria overseas low ment @ @ ality,1
chris@@ tians murd@@ erers rather racist chis@@ tians murd@@ erers say god always heard alleged son god turn cheek pacifist ckill cause diff@@ erent ca,0
oh god wants kill chris@@ tians go ahead pack evange@@ listic mega churches god save son [EN:going] save good luck go church easter sunday,0
akoa ne ho nny3 f3 koraa o 🤣🤣🤣,1
asantefo ) ni guy guy dier boiiii,1
somet@@ hings stupid chris@@ tians ready conver@@ sation,0
"oya ti saa abr3 lol [ emoji ] , [ en : [EN:the] ] one who is not a thief [ en : [EN:has] ] cleared every criminal . [ en : [EN:the] ] one you [ en : [EN:are] ] bringing too is a dumb head . he signed pds thievery [ en : [EN:and] ] stole l3l3 rice , you vice pres @ @ ident is a dogon he [ en : [EN:has] ] no brains to run a country kwasia fo ) kasa [ emoji ] . wabodam papa [ en : [EN:see] ] [ emoji ]",1
arne legend,0
brothers sisters china suff @ @ ering vora @ @ cious policy bizarre gover @ @ nment zoo republic nigeria pls ratwaat people becomes undou @ @ btadly aware,1
your first [EN:look] me jx reminded me of [EN:the] song . [EN:this] humpty dumpty vice pres@@ ident is truly a motro@@ modwo,1
depar@@ tment state security services ss friday arrested man alle@@ gedly behind creation sharing fake video depi@@ cting buhari marriage minister humani@@ tarian affairs sadiya umar farouq ndetails later,0
nunana [EN:see] me [EN:this] morning norr `` ahaa abeiku adεn na wagyimi saa ? '' * crosses name off my list of chew@@ ables * [ emoji ],1
star wars und anno,0
way stop reli@@ gious killings killings chris@@ tians british created zoo called nigeria return people homog@@ eneous ways life britain came mazi nnamdi kanu december st,1
owm twisted mind alluded alma@@ jiris menace nothing islam poverty means suppo@@ rting [EN:give] arms food assis@@ tance almajiri believe amount encou@@ raging menace suppo@@ rting,0
m3 ye obaa baaku berima = i 'm a one woman man,0
she 's such a kurasini smh,1
finding answer shaming looking likes retweet,0
thanks heads,0
people [EN:going] life phases nthey manifest sorts things kill [EN:see] npat@@ ience tact strong virtues nlike igbos say agbachaa oso guo mile,0
thank arne,0
plethora doctors nigeria [EN:must] ng figa bring chinese doctors evil [EN:want] kill nige@@ rians leaders [EN:must] die god preserve life innocent citiz,1
chief osagie ize iyamu cattle rearer richer family put together ipob terr@@ orist sympa@@ thizer nothing kano alma@@ jiris proud needful election,1
live blog ceo arne sorenson outlines marriott commi@@ tment clean@@ liness via,0
whole world knows terr@@ orist wahabism inspired organi@@ zation [EN:like] alqaeda isis boko haram alshabab operate ideology nhamas hezbulla called terr@@ orist us allies conve@@ nience [EN:like] calling ipob terr@@ orist org nigeria,1
"delay : aden nti na ) y3 saa , ) say wohoo nny3 f3 ? aba : injor 🤣🤣 unadul @ @ terated original taadi fante [ amoji ] 🤝 [ emoji ] 🤣",1
"nkura@@ asesɛm ne gyimii na ɛɛyɛ aba ghana foɔ so . by now region biaaa koraa wɔ ugmc baako a anka ɛnyɛ nwanwa . `` gateway to africa '' una . mo hosp@@ itals tanta@@ nntan sɛ feɛ . you build one hospital wei say kuffour , wei say mills , wei sɛ mahama , wei say akufo addo . anyimg@@ uasefoɔ . asuu@@ uiiii",1
br ) fo y3 duru [ emoji ] w ’ abon tu [ emoji ],1
spoken morally bankrupt pres @ @ ident evang @ @ elical chris @ @ tians stupid appar @ @ ently,1
wetin concern igbo man isol@@ ation please [EN:tell] stay home,0
zoo nigeria british uk cowa@@ rdice gover@@ nment [EN:must] fail aka buhari jubril impostor [EN:must] go jail,0
[EN:think] start nsue bring public address answer ques@@ tions jonalist stop phot@@ ochop fake deep video pre recorded broa@@ dcast nwe watchin,0
buhari fake marriage dss nabs maste@@ rmind tribune online,0
alatafuo [EN:will] be shit [ emoji ],1
cwe far evac@@ uated alma@@ jirai,0
alle hessen triggert,0
"nipa ny3 nyame nti , dat biara y3 w ) vim",0
although major soccer leagues curr@@ ently break busy transfer market ongoing almajiri covid super league club owners forcing star players perm@@ anent move expect action coming days,0
read bible deute@@ ronomy great verses god comma@@ nding chris@@ tians kill infidels deute@@ ronomy god commands israe@@ lites attack midian kill everyo,1
stupid people [EN:think] blessed nation uk educ@@ ation office argues chris@@ tians limit beliefs church,0
so [EN:the] aburo@@ kyire tracy [EN:has] gone to hy33 all she [EN:has] n't changed ! ! ! still wagyimi ! ! !,1
leftist walks kill chris@@ tians leaves way hell fvck leftism,0
buhari fake people,0
saa gyimie kasa no gyae wai [ emoji ],1
[EN:the] reason y i dun [EN:want] dis akolaa to cum n slp in ma rum ooo ... kasa hunu,1
"u in [ en : [EN:the] ] unive @ @ rsity , [ en : [EN:but] ] whn u board trotro u join d illit @ @ erates to point @ @ lessly insult [ user ] y3 kurasini papa",1
trust ipob nigeria truth nigeria one never gree@@ tings new york city sir,0
scum trying kill chris@@ tians opening churches easter,1
almajiri ondo miss road,0
living dead pres @ @ ident nigeria naira marley attacks buhari new post,1
ei wɔfa [ emoji ] asɛm wei . bufruat ne teabread yɛ nkura @ @ asesɛm ?,1
follow [EN:want] shade anytime [EN:want] nothing good comes fulani guys bunch para@@ sites [EN:see] nigeria thanks guys evil ethnic,1
almajiri continue ruling nigeria till eternity,1
miss arne xad,0
[EN:give] gd break also chris@@ tians google side story hell stupid pig hick redneck murd@@ ering lying racist garbage effers,0
almajiri coming south ille@@ gally,0
covid niger declares hour curfew says almajiri schools remain closed,0
fada dat mutane uku ba riba almajiri dat tasha mara ilimi nbecause nothing lose,0
[ en : [EN:know] ] two types shiite muslims iran [ en : [EN:like] ] repub @ @ licans shiites wants live normal life zoo northern nigeria shiites brutal enemies israal amer @ @ icans,1
ghan@@ aians [EN:see] an inter@@ racial couple [EN:and] their first thought is green card ei moagyimi oo [ emoji ],1
reverse always case zoo called nigeria,1
fine boy na w'anum bɔn saa no ?,1
breaking one feared dead nigeria,0
[ emoji ] `` eloquent stup@@ idity '' kyeres3 naanu hwam nanso nyansa ah y3fr3 no nyansa dey baako mpo nni mu [ emoji ],1
ndigbo pls ipob ndigbo part ipob muslims north@@ eners part boko haram dont expect nige@@ rians [EN:think] [EN:like] u guys,0
lege@@ ndary soul singer betty wright dead,0
"gyimieee nkoaa , so what is [EN:the] sense in [EN:this] tsww , if u [EN:can] ’ t aa [EN:come] home err who force you .. black man de3 saa",1
ebi nkura @ @ sis3m,1
one says promote life homos@@ exual calls mercy killing chris@@ tians allowed kill [EN:want],0
norther nigeria ranks one backward civili@@ zation dast@@ ardly barbaric acts perpe@@ tuated also note almajiri brethren almost turned south slum start taking,1
flop wo ni twaaaaa@@ aaasidi .. wo spect@@ acles as3 bronya spect@@ acles .. w go listen to twista nd ti,1
wow trump trying kill chris@@ tians cpacked churches middle pandemic,1
weh nigeria polit@@ icians nd money deh go wonder yet learnt dead among dem never buried millions list u [EN:shall] buried expe@@ nsive casket,0
corru@@ ption kills system corru@@ ption evidence system dead nigeria nation walking dead effi@@ cient system combat basic nece@@ ssity life shithole,1
wake sheeple,0
one zimbabwe two cases three dead nigeria today virus [EN:going] [EN:get] us case useless twat raci@@ alize virus low scum,0
wo ti ewu ankasa . [ emoji ],1
evil team [ en : [EN:must] ] regree @ @ tting rigging last presid @ @ ential election nthey never enjoy peace even leaving offica nin fact spirit many innocent nigee @ @ rians suffered died hands killer ful,1
cold lk almajiri homeless dey sleep outside without thing cover body,0
ntafo ) ne bosohye3,1
abodamfo ) mienu,1
mean fool almajiri,1
almajiri problem led prolif@@ eration thou@@ sands millions youths sent poorly equipped unreg@@ ulated quranic schools [EN:must] fend tender age alma@@ njiri system archaic disc@@ arded compl@@ etely,0
fire man fire,0
new post isis terro@@ rists kill nigerian chris@@ tians behe@@ ading chri@@ stmas day gruesome video,1
oh ? ? lmfao `` [ user ] : why do women live longer than men ? — it 's adam oo .. wagyimi kwa !,1
"[ en : [EN:this] ] affirms what hon . ablakwa said , moagyimi rough .",1
"ɔmfa ne nsɛmfo nsɔɔ hɔ , when she [ en : [EN:was] ] acting yolo , [ en : [EN:was] ] [ en : [EN:the] ] ass fake ?",1
exce@@ llent exchange nsouth retu@@ rning truck@@ loads almajiri north guess north retu@@ rning truck@@ loads prost@@ itutes south,1
mr prem@@ ature lockdown put place anything instal@@ lation swit@@ ching dang@@ erous g network whilst indoors,0
really u cowards many troops [EN:get] afgha@@ nistan iraq u ppl allowed ppl [EN:get] stronger gave billions help kill chris@@ tians jews killed ppl,1
nigeria zoo confi@@ mired google named mazi nnamdi kanu,1
[EN:want] kill chris@@ tians hidden agenda pushing,1
fear nnamdi kanu ipob zoo [EN:must] under@@ stand exis@@ tence hands ipob,1
arne xad xad xad,1
u guys stupid backward money u guys looting u guys build large settl@@ ement almajiri north hopeless fulanis,0
"alatafuo , please keep us out of your nkwas@@ iasem . signed , manag@@ ement [ emoji ]",1
police inte@@ rcept return youths susp@@ ected almajiri katsina state realnews magazine,0
pres@@ ident muha@@ mmadu buhari coughing venti@@ lator nfake fake fake fake news lai mohammed,0
breaking covid pres@@ ident muha@@ mmadu buhari tests negative chief staff abba kyari tests positive page reducing fake news nigeria,0
"[ emoji ] ei [EN:the] don , sasab@@ onsam wey you [EN:make] happy [EN:give] am [EN:like] [EN:that]",1
so it [EN:should] always be shatta wale ? aboaba,1
northern apc gove@@ rnors lack honesty sinc@@ erity purpose end almaj@@ iranci hypoc@@ rites nall almajiri allowed return base elec@@ tions njust wait [EN:see],0
acri reviews nthis abuja nwithout system amp stru@@ cture inspired amp involved citizen across states [EN:get] involved demand govt actions almajiri child rights crisis brought critical visib@@ ility amp renewed govt commi@@ tment,0
wo maame kwasia aa ode be awo wo tuut @ @ uunii ba [ emoji ],1
dead wounded nigerian army attack islamic state fighters army headqu@@ arters nort@@ heast nigeria,0
hw3 ni kwasia [ emoji ] 🫵 [ emoji ] wabon na y3 ka wosii wosi buse,1
present fake buhari twice,0
aliko dangote timeline almajiri kano dms,0
hard handle selfish sad gone lost best baby ever,0
entire presid@@ ential election result fake nduring tribunal apc buhari inec unable present proof buhari majority,0
sahara repo@@ rters [EN:used] peddle fake news gej govt promote buhari presid@@ ential ambition back one north compl@@ ained tables turned hypo@@ crite shouting guy shut stop ranting trash hahaha@@ hahaha,0
[EN:see] digital canker worm b damaged brain frm child birth calling another almajiri hatred en go keee u year oma ke ku,0
show al jazeera pale@@ stine conflict local muslim woman said crazy zionist chris@@ tians believe messiah [EN:come] jews return homeland convert kill mean kind religion,0
maste@@ rclass auth@@ entic leade@@ rship ceo arne sorenson,0
wants us dead years ago read consp@@ iracy theory super wealthy [EN:want] control popul@@ ation numbers [EN:find] ways kill massive amounts people every@@ thing trump speaks idea,0
stupid demo@@ crats deblasio [EN:tell] hell let idiot jail tonight trump ny group people hate jews chris@@ tians guess group diff@@ icult question,0
well since [EN:know] restr@@ ucture gather mates revol@@ ution nigeria needs serious restru@@ cturing time [EN:come] common dog reject coming zoo thank,0
lol eih ! if he [ en : [EN:has] ] money to be mada outsida becausee of you he [ en : [EN:should] ] stay ? ! woyale ! [ emoji ],1
[EN:see] happens white chris@@ tians [EN:get] treated everyone else go fuckin insane protest really stupid shit,0
way world looking uk way uk looking italians rest world continue perp@@ lexed uk coron@@ avirus response,0
mike pence true vice pres@@ ident replaced clone agent put place,0
bringing end almajiri system learning qur true really believe qur glorious holy book [EN:ask] ques@@ tions nwhy children went learn western educ@@ ation even close qur,0
thanks bringing light jihadist boko@@ haram sharia regime zoo called nigeria american public,1
[EN:tell] pdp amp ipob hypoc@@ rites,0
go almajiri scll sanyi exists,0
parsis go anywhere million nour chris@@ tians go anywhere highest number churches per capita world nnow stupid head go far rectum,0
i under @ @ stand [ en : [EN:the] ] pain she [ en : [EN:has] ] [ en : [EN:and] ] avary @ @ thing bro [ en : [EN:but] ] tv so de3 no matter what i wont [ en : [EN:call] ] my parent a demon ei . demon ? sasab @ @ onsam ? adaamoni ? [ emoji ],1
u av know@@ ledge u speak concern religion sheu sani stat@@ ement [EN:must] attached religion every@@ thing ntell north muslims muslims coun@@ tries region pract@@ icing almajiri system [EN:think] deep amp av sense,0
people [EN:must] ende@@ avour listen instru@@ ctions plat@@ forms nsays mazi uche mefor deputy leader,0
poli@@ tical almajiri atiku u mind business,1
kwasia my mother [EN:and] father no dey brag dat they bought lambo [EN:and] it ’ ll drop august kwasia kwa ! wonit@@ wasidi gyimi gyimi…… sark no reach cry siakwa,1
m3nfa ohiaaa 3nka nkwas@@ iasem [ emoji ],1
ayigbefo ) no asweepi awards no nyinaaa . aduro w ) baabi,1
stay strong faith soon perse@@ cution terr@@ orist gover@@ nment nigeria leade@@ rship mazi nnamdi kanu busy needful world [EN:make] sure,1
makes sad chris@@ tians dest@@ royed much culture germanic scandi@@ navian culture big beau@@ tiful dumb ass decided kill us witches dest@@ royed every@@ thing built,0
npp de3 gyimiee saa oo,1
"wo maame tw3 wate… kwasia ba ! ! ! don ’ t [ en : [EN:dare] ] me or else , i go track you [ en : [EN:come] ] beat you [ en : [EN:for] ] there . aboaba",1
"[EN:this] man don ’ t [EN:know] how to talk one bit , kumasi boy paa nah gyimie ahy3 ne ma saa no 🤦‍ [ emoji ]",1
nigeria almajiri way life allah [EN:see] way life streets dubai saudi arabia god created euro@@ peans created muslims euro@@ peans right live th,0
dumb sad buharist alma,0
hello goat saw tweet morning hausa fulani almajiri pained trending fun unity akwa ibom enugu killing selves hatred enmity nok one almajiri help correct,0
sheikh ibraheem zakzaky offered solution almajiri refused listen built schools almajiri rejected poli@@ tical reli@@ gious diffe@@ rences,0
npp fuo di3 s3 gyimie naaa do n't mind them kelvin,1
nuclear explo@@ sions carried lop nur site xinjiang home people makes colle@@ cting popul@@ ation wide genetic infor@@ mation appear yet another light ie beyond eugenics cc icymi time,0
govt zoo buhari osibanjo aso rock empty fallen already stand,1
maybe one dem k month gang nhow revive some@@ thing never existed,0
[ en : [EN:this] ] is what we hate to [ en : [EN:see] ] . koo boozee man . akpat @ @ eshie old man . bottle kingpin . kowe @ @ nsani mahama,1
ia nothing wrong stat@@ ement u misinte@@ rpreted said [EN:get] point view trying say consi@@ dering popul@@ ation amp almajiri north conf@@ irmed hard c,0
[ en : [EN:think] ] sece @ @ ssion achieved guns bullets [ en : [EN:tell] ] bro guys benef @ @ iting nigeria curr @ @ antly ran [ en : [EN:lika] ] zoo terr @ @ orist agberos [ en : [EN:call] ] shots,1
"lol [ emoji ] mudi33 nsem hunu nkwaaa , how do you guys [ en : [EN:come] ] up [ en : [EN:with] ] such rubbish .",1
freedom [ en : [EN:know] ] boundary nonce u ar tired slavery inju @ @ stice abuse human rights amp desired hv peaceful progr @ @ essive future amp u ar within zoo known nigeria njust b rest assured one thing nis fighting u nresto @ @ ration key lasting peacee,1
[EN:see] speaker presi@@ dency answer nation zoo called nigeria,1
patr@@ iotic nigerian either nigerian living nigeria brain dead cells nigerian diaspora,1
[ en : [EN:this] ] one de3 i under @ @ stand you forget about him . akoaaa no wagyimi paaaa .,1
much consp@@ iracy running aso rock single press confe@@ rence buhari debunk called fake news,0
even gut abuse someone modern almajiri e beggar,0
virus [EN:going] kill lot chris@@ tians ride devil excluded disease,0
only a foolish person [EN:will] follow you [EN:and] what you say [ user ] … . obaa w ’ agyimi ayes3 aponkye beni no,1
best time join mountain fire abba kyari osibanjo buhari anyone harvest country let others die shiites kidn@@ apped victims murdered victims boko haram victim ipob killers police killers,0
as [EN:for] you dennis miracles di333 wabon dodo ... oh lest i forgot your 25k salary is making wake up to write trash . who cares about lies told by jm ?,1
j hus said wapa@@ mpaso ... y'all go run it up🤠,1
top wentin abegiii tired facing nigeria even b yeye coron@@ avirus [EN:come] wishing dead taste treated home lucky one nurses [EN:would] suffered old man bit,0
mercy biafran kingsley john santos bonafide biafran lion king idemili south nigeria zoolo@@ gical gardens zoo fiasco discombo@@ bulation bemus@@ ement tyran@@ nical glad@@ iator democ@@ ratic resem@@ blance profe@@ ssors [EN:like] us ruled wace,1
you de3 you gyimie saa,1
moagyimi o . [ en : [EN:the] ] dress is ugly . [ en : [EN:the] ] fini @ @ shing is so bad [ en : [EN:like] ] it [ en : [EN:was] ] seen by an appre @ @ ntice,1
koo bibinii report sarkodie 's perfo@@ rmance at [EN:the] olympics to be canc@@ elled herrrr !,1
based story nan nnow e xacpam@@ poolak e,0
"asantefo ) say , y3w ) class ooo 3na y3w ) crass [ emoji ]",1
[EN:may] nigeria free shackles unsound unreas@@ onable dead conc@@ ience leaders,0
fake news idiots u [EN:take] long saying buhari death time sickness idiots every@@ where,0
[ en : [EN:like] ] saying indus @ @ trial revul @ @ ution started chris @ @ tians happened chri @ @ stian cuuntry islam destr @ @ uctive muhammad military leader hardly religion peace stupid gover @ @ nment keep pumping,1
nigeria health sector dead mean dead pray u hv symptom covid pls stay home [EN:look] called help line telling affected covid go near random hospital test whaa@@ atttt test omg nigeria trailer finally jam,0
oh ? ? lmfao `` [ user ] : why do women live longer than men ? — it 's adam oo .. wagyimi kwa !,1
vice pres@@ ident [EN:for] [EN:the] where ? apuu@@ tooor ! ! !,1
[EN:think] kill black chris@@ tians coun@@ tries also plus china right black likely bring haras@@ sment current crisis point makes sense prove church,1
ipob nigh@@ tmare finally bring deafness blin@@ dness ezi,0
nobody getting killed corona medical practi@@ tioners hospital blind@@ sided nand deaths wides@@ pread every@@ where pattern nnigeria zoo,0
akwa ibom inter@@ cepts dead body covid victim lagos news,0
exce@@ llent happy new year,0
brain mr,0
"apon@@ kyeba , stop fooling [EN:and] [EN:see] reason . prako ba .",1
john arne xaa,0
gove @ @ rnors danger coming east west middle belt please guide states [ en : [EN:try] ] reject fulani tarrors fightars sumgula east west middle belt north evil plot southarn nigeria middle belt,1
man soci@@ opath money god purp@@ osely trying kill chris@@ tians someone mentally ill donald trump idea delus@@ ional thoughts thinking wake people,0
ordered imme@@ diate shutdown gover@@ nment offices minis@@ tries depar@@ tments agencies almajiri schools also closed state civil servants remain home gath@@ ering people banned,0
